date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
17-04-25,2025-04-17_32,09:47:00 IST,BUY,SENSEX 17 APR 76900 CE,Uptrend,CE,576.61,566.61,73.40360939151866,139240,
17-04-25,2025-04-17_32,09:50:00 IST,SELL,SENSEX 17 APR 76900 CE,Uptrend,CE,566.61,566.61,74.1976072679391,143760,Failure
17-04-25,2025-04-17_97,10:52:00 IST,BUY,SENSEX 17 APR 77000 CE,Uptrend,CE,480.25,470.25,63.65917687596613,410580,
17-04-25,2025-04-17_97,11:00:00 IST,SELL,SENSEX 17 APR 77000 CE,Uptrend,CE,796.1,796.1,42.24327172739104,367700,Success
17-04-25,2025-04-17_156,11:51:00 IST,BUY,SENSEX 17 APR 77500 CE,Uptrend,CE,1138.27,1128.27,76.90236732505282,97060,
17-04-25,2025-04-17_156,11:52:00 IST,SELL,SENSEX 17 APR 77500 CE,Uptrend,CE,1128.27,1128.27,80.00141988648886,97060,Failure
17-04-25,2025-04-17_178,12:13:00 IST,BUY,SENSEX 17 APR 77700 CE,Uptrend,CE,1022.93,1012.93,66.24772405150455,54800,
17-04-25,2025-04-17_178,12:14:00 IST,SELL,SENSEX 17 APR 77700 CE,Uptrend,CE,1012.93,1012.93,66.67356642012518,54800,Failure
17-04-25,2025-04-17_193,12:28:00 IST,BUY,SENSEX 17 APR 77800 CE,Uptrend,CE,684.68,674.68,72.86658446668542,115340,
17-04-25,2025-04-17_193,12:35:00 IST,SELL,SENSEX 17 APR 77800 CE,Uptrend,CE,927.8,927.8,79.1029038181198,115340,Success
17-04-25,2025-04-17_215,12:50:00 IST,BUY,SENSEX 17 APR 78000 CE,Uptrend,CE,798.25,788.25,75.4702080321697,140720,
17-04-25,2025-04-17_215,12:55:00 IST,SELL,SENSEX 17 APR 78000 CE,Uptrend,CE,788.25,788.25,71.9696417632247,152780,Failure
17-04-25,2025-04-17_235,13:10:00 IST,BUY,SENSEX 17 APR 78200 CE,Uptrend,CE,681.25,671.25,73.94369668954872,77480,
17-04-25,2025-04-17_235,13:20:00 IST,SELL,SENSEX 17 APR 78200 CE,Uptrend,CE,674.7,674.7,72.67217021566424,73660,Failure
17-04-25,2025-04-17_273,13:48:00 IST,BUY,SENSEX 17 APR 78400 CE,Uptrend,CE,550.4,540.4,72.63307022845312,100260,
17-04-25,2025-04-17_273,13:50:00 IST,SELL,SENSEX 17 APR 78400 CE,Uptrend,CE,540.4,540.4,77.72404448944893,96940,Failure
