date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
23-03-26,2026-03-23_59,10:14:00 IST,BUY,NIFTY 23 MAR 22700 PE,,PE,27.77,17.77,23.849927033926292,12431185,
23-03-26,2026-03-23_59,10:25:00 IST,SELL,NIFTY 23 MAR 22700 PE,,PE,17.77,17.77,25.25799086098135,13824135,Failure
23-03-26,2026-03-23_107,11:02:00 IST,BUY,NIFTY 23 MAR 22650 PE,,PE,24.4,14.4,32.66950771167106,8006895,
23-03-26,2026-03-23_107,11:14:00 IST,SELL,NIFTY 23 MAR 22650 PE,,PE,17.6625,14.4,53.26712633819826,9268805,Failure
23-03-26,2026-03-23_191,12:26:00 IST,BUY,NIFTY 23 MAR 22900 PE,,PE,21.77,11.77,20.405359555970747,2658955,
23-03-26,2026-03-23_191,12:38:00 IST,SELL,NIFTY 23 MAR 22900 PE,,PE,16.7625,11.77,61.31093701491431,5197140,Failure
23-03-26,2026-03-23_233,13:08:00 IST,BUY,NIFTY 23 MAR 22950 PE,,PE,20.3,10.3,39.417306679511825,8547110,
23-03-26,2026-03-23_233,13:20:00 IST,SELL,NIFTY 23 MAR 22950 PE,,PE,15.0125,10.3,50.11196217284579,8330530,Failure
23-03-26,2026-03-23_281,13:56:00 IST,BUY,NIFTY 23 MAR 22950 CE,,CE,17.61,7.61,78.07222314684495,5548920,
23-03-26,2026-03-23_281,14:08:00 IST,SELL,NIFTY 23 MAR 22950 CE,,CE,16.7375,7.61,77.06005558958923,6090825,Failure
