date,trade id,time ist,event,symbol,option_type,price,trailing_sl,rsi,oi,outcome
07-01-25,2025-01-07_45,10:00:00 IST,BUY,NIFTY 7 JAN 23700 PE,PE,100.9,85.9,37.31296277149055,7929525,
07-01-25,2025-01-07_45,10:24:00 IST,SELL,NIFTY 7 JAN 23700 PE,PE,101.7,99.15,52.70152909231872,8311350,Success
07-01-25,2025-01-07_169,12:04:00 IST,BUY,NIFTY 7 JAN 23750 PE,PE,225.03,210.03,32.50517839661359,1114200,
07-01-25,2025-01-07_169,12:25:00 IST,SELL,NIFTY 7 JAN 23750 PE,PE,231.85,231.85,42.665342761178366,1019850,Success
