test_date,symbol,option_type,strike,score_pct,entry_time_ist,exit_time_ist,entry_ltp,exit_ltp,trailing_sl,pnl_pct,outcome,exit_reason
2025-07-16,NIFTY 16 JUL 25300 PE,PE,25300,100.0,10:38:00 IST,10:50:00 IST,107.67,125.85,125.85,16.88,Success,stop_loss_hit
2025-07-16,NIFTY 16 JUL 25050 CE,CE,25050,100.0,11:29:00 IST,12:15:00 IST,157.56,142.7,142.7,-9.43,Failure,stop_loss_hit
2025-07-16,NIFTY 16 JUL 25000 CE,CE,25000,87.0,12:43:00 IST,12:45:00 IST,190.13,175.13,175.13,-7.89,Failure,stop_loss_hit
