test_date,symbol,option_type,strike,score_pct,entry_time_ist,exit_time_ist,entry_ltp,exit_ltp,trailing_sl,pnl_pct,outcome,exit_reason
2025-07-23,NIFTY 23 JUL 25300 PE,PE,25300,92.0,10:06:00 IST,11:30:00 IST,132.01,188.0,188.0,42.41,Success,stop_loss_hit
2025-07-23,NIFTY 23 JUL 24950 CE,CE,24950,100.0,12:16:00 IST,12:30:00 IST,130.19,138.4,138.4,6.31,Success,stop_loss_hit
