test_date,symbol,option_type,strike,score_pct,entry_time_ist,exit_time_ist,entry_ltp,exit_ltp,trailing_sl,pnl_pct,outcome,exit_reason
2025-07-15,NIFTY 15 JUL 25100 CE,CE,25100,87.0,10:41:00 IST,11:30:00 IST,94.44,128.05,128.05,35.59,Success,stop_loss_hit
2025-07-15,NIFTY 15 JUL 25350 PE,PE,25350,100.0,12:19:00 IST,12:45:00 IST,124.84,151.55,151.55,21.4,Success,stop_loss_hit
