date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
13-03-25,2025-03-13_31,09:46:00 IST,BUY,NIFTY 13 MAR 22500 CE,SEDA,CE,7.99,-2.01,46.18269041675519,28889175,
13-03-25,2025-03-13_31,09:52:00 IST,SELL,NIFTY 13 MAR 22500 CE,SEDA,CE,8.675,-2.01,46.41316277993879,27295050,Success
13-03-25,2025-03-13_51,10:06:00 IST,BUY,NIFTY 13 MAR 22550 CE,SEDA,CE,7.17,-2.83,67.77854011218648,16462500,
13-03-25,2025-03-13_51,10:12:00 IST,SELL,NIFTY 13 MAR 22550 CE,SEDA,CE,7.9375,-2.83,59.12866363977356,17336625,Success
13-03-25,2025-03-13_136,11:31:00 IST,BUY,NIFTY 13 MAR 22500 PE,SEDA,PE,14.43,4.43,21.506592440793668,15192825,
13-03-25,2025-03-13_136,12:50:00 IST,SELL,NIFTY 13 MAR 22500 PE,SEDA,PE,16.425,14.12,59.95943987755766,10488450,Success
13-03-25,2025-03-13_241,13:16:00 IST,BUY,NIFTY 13 MAR 22450 PE,SEDA,PE,7.84,-2.16,28.76671626281609,10880775,
13-03-25,2025-03-13_241,13:22:00 IST,SELL,NIFTY 13 MAR 22450 PE,SEDA,PE,7.2375,-2.16,45.593049827612646,10867500,Failure
13-03-25,2025-03-13_301,14:16:00 IST,BUY,NIFTY 13 MAR 22400 PE,SEDA,PE,2.15,-7.85,39.937844244024554,35289825,
13-03-25,2025-03-13_301,14:22:00 IST,SELL,NIFTY 13 MAR 22400 PE,SEDA,PE,1.875,-7.85,28.48276035754172,37475175,Failure
