date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
27-01-25,2025-01-27_30,09:45:00 IST,BUY,NIFTY 27 JAN 22900 CE,SEDA,CE,38.83,28.83,65.23392216709699,5511650,
27-01-25,2025-01-27_30,09:55:00 IST,SELL,NIFTY 27 JAN 22900 CE,SEDA,CE,38.0875,28.83,49.80990564819118,5684875,Failure
27-01-25,2025-01-27_73,10:28:00 IST,BUY,NIFTY 27 JAN 22900 PE,SEDA,PE,40.77,30.77,17.651631229341007,5598800,
27-01-25,2025-01-27_73,10:34:00 IST,SELL,NIFTY 27 JAN 22900 PE,SEDA,PE,36.75,30.77,17.804094453885483,5482325,Failure
27-01-25,2025-01-27_146,11:41:00 IST,BUY,NIFTY 27 JAN 23000 PE,SEDA,PE,41.57,31.57,36.27504127866217,8285575,
27-01-25,2025-01-27_146,11:47:00 IST,SELL,NIFTY 27 JAN 23000 PE,SEDA,PE,37.5625,31.57,43.750129080556576,9059100,Failure
27-01-25,2025-01-27_196,12:31:00 IST,BUY,NIFTY 27 JAN 23000 CE,SEDA,CE,39.19,29.19,63.68450202832615,9607225,
27-01-25,2025-01-27_196,12:37:00 IST,SELL,NIFTY 27 JAN 23000 CE,SEDA,CE,39.475,29.19,49.63091301359577,9726000,Success
27-01-25,2025-01-27_221,12:56:00 IST,BUY,NIFTY 27 JAN 23050 PE,SEDA,PE,33.57,23.57,32.73648945842962,2188675,
27-01-25,2025-01-27_221,13:02:00 IST,SELL,NIFTY 27 JAN 23050 PE,SEDA,PE,35.1625,23.57,47.909601272528384,2197300,Success
