date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
30-01-25,2025-01-30_30,09:45:00 IST,BUY,NIFTY 30 JAN 23300 CE,SEDA,CE,94.71,84.71,63.63054301137062,3085575,
30-01-25,2025-01-30_30,09:51:00 IST,SELL,NIFTY 30 JAN 23300 CE,SEDA,CE,95.2,84.71,57.714580205045536,3173325,Success
30-01-25,2025-01-30_47,10:02:00 IST,BUY,NIFTY 30 JAN 23400 CE,SEDA,CE,81.78,71.78,71.85113972428691,2140950,
30-01-25,2025-01-30_47,10:08:00 IST,SELL,NIFTY 30 JAN 23400 CE,SEDA,CE,80.4875,71.78,80.67690294334844,2298375,Failure
30-01-25,2025-01-30_64,10:19:00 IST,BUY,NIFTY 30 JAN 23350 CE,SEDA,CE,85.66,75.66,66.25938146142465,1424700,
30-01-25,2025-01-30_64,10:30:00 IST,SELL,NIFTY 30 JAN 23350 CE,SEDA,CE,86.725,75.66,69.09827606029639,1536075,Success
30-01-25,2025-01-30_126,11:21:00 IST,BUY,NIFTY 30 JAN 23450 CE,SEDA,CE,76.18,66.18,51.73730741208024,1042125,
30-01-25,2025-01-30_126,11:27:00 IST,SELL,NIFTY 30 JAN 23450 CE,SEDA,CE,73.85,66.18,47.309524065019794,1084425,Failure
30-01-25,2025-01-30_236,13:11:00 IST,BUY,NIFTY 30 JAN 23500 CE,SEDA,CE,73.54,63.54,47.56887474043834,3832275,
30-01-25,2025-01-30_236,13:17:00 IST,SELL,NIFTY 30 JAN 23500 CE,SEDA,CE,73.625,63.54,40.7411774198783,3886650,Success
30-01-25,2025-01-30_266,13:41:00 IST,BUY,NIFTY 30 JAN 23500 PE,SEDA,PE,59.84,49.84,41.35509477609606,5091525,
30-01-25,2025-01-30_266,13:47:00 IST,SELL,NIFTY 30 JAN 23500 PE,SEDA,PE,58.5125,49.84,31.99029716136168,5125425,Failure
