date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
31-01-25,2025-01-31_36,09:51:00 IST,BUY,NIFTY 31 JAN 23550 CE,SEDA,CE,66.8,56.8,80.97453691719335,2185275,
31-01-25,2025-01-31_36,09:57:00 IST,SELL,NIFTY 31 JAN 23550 CE,SEDA,CE,65.35,56.8,68.92920796534648,2198025,Failure
31-01-25,2025-01-31_91,10:46:00 IST,BUY,NIFTY 31 JAN 23600 CE,SEDA,CE,59.63,49.63,69.66204750336557,4755225,
31-01-25,2025-01-31_91,10:52:00 IST,SELL,NIFTY 31 JAN 23600 CE,SEDA,CE,59.7,49.63,62.23849580065949,4908750,Success
31-01-25,2025-01-31_161,11:56:00 IST,BUY,NIFTY 31 JAN 23400 CE,SEDA,CE,61.27,51.27,66.26555699727024,2880825,
31-01-25,2025-01-31_161,12:10:00 IST,SELL,NIFTY 31 JAN 23400 CE,SEDA,CE,59.975,52.79,64.89686473513339,3019800,Failure
31-01-25,2025-01-31_241,13:16:00 IST,BUY,NIFTY 31 JAN 23350 CE,SEDA,CE,52.13,42.13,76.45112237538368,1467300,
31-01-25,2025-01-31_241,13:22:00 IST,SELL,NIFTY 31 JAN 23350 CE,SEDA,CE,50.5,42.13,74.27315514108419,1581675,Failure
31-01-25,2025-01-31_261,13:36:00 IST,BUY,NIFTY 31 JAN 23450 CE,SEDA,CE,43.19,33.19,72.09053671437007,2527050,
31-01-25,2025-01-31_261,13:42:00 IST,SELL,NIFTY 31 JAN 23450 CE,SEDA,CE,44.4375,33.19,52.69183384411841,2542875,Success
