date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
20-03-25,2025-03-20_30,09:45:00 IST,BUY,NIFTY 20 MAR 23250 CE,SEDA,CE,38.86,28.86,55.1951800565208,2770050,
20-03-25,2025-03-20_30,09:51:00 IST,SELL,NIFTY 20 MAR 23250 CE,SEDA,CE,36.3875,28.86,34.856832259040885,2947650,Failure
20-03-25,2025-03-20_53,10:08:00 IST,BUY,NIFTY 20 MAR 23250 PE,SEDA,PE,29.9,19.9,31.28755013366998,3074700,
20-03-25,2025-03-20_53,10:14:00 IST,SELL,NIFTY 20 MAR 23250 PE,SEDA,PE,28.025,19.9,28.316461622420434,3093825,Failure
20-03-25,2025-03-20_76,10:31:00 IST,BUY,NIFTY 20 MAR 23300 CE,SEDA,CE,34.55,24.55,70.79239351311952,7396725,
20-03-25,2025-03-20_76,10:37:00 IST,SELL,NIFTY 20 MAR 23300 CE,SEDA,CE,34.9,24.55,65.97166476013155,6627750,Success
20-03-25,2025-03-20_111,11:06:00 IST,BUY,NIFTY 20 MAR 23350 CE,SEDA,CE,36.27,26.27,53.36090016529123,3017850,
20-03-25,2025-03-20_111,11:12:00 IST,SELL,NIFTY 20 MAR 23350 CE,SEDA,CE,35.1125,26.27,56.57902370143979,3010950,Failure
20-03-25,2025-03-20_191,12:26:00 IST,BUY,NIFTY 20 MAR 23400 CE,SEDA,CE,35.27,25.27,61.09311159954778,5820375,
20-03-25,2025-03-20_191,12:32:00 IST,SELL,NIFTY 20 MAR 23400 CE,SEDA,CE,35.25,25.27,65.00064145648547,5905575,Failure
