date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
06-03-25,2025-03-06_30,09:45:00 IST,BUY,NIFTY 6 MAR 22500 PE,SEDA,PE,34.82,24.82,19.676229431373514,8316375,
06-03-25,2025-03-06_30,09:51:00 IST,SELL,NIFTY 6 MAR 22500 PE,SEDA,PE,33.8625,24.82,10.929740466770212,8607900,Failure
06-03-25,2025-03-06_47,10:02:00 IST,BUY,NIFTY 6 MAR 22550 PE,SEDA,PE,35.11,25.11,48.68205085573776,2864025,
06-03-25,2025-03-06_47,10:08:00 IST,SELL,NIFTY 6 MAR 22550 PE,SEDA,PE,34.0625,25.11,67.49885314601124,3120075,Failure
06-03-25,2025-03-06_131,11:26:00 IST,BUY,NIFTY 6 MAR 22600 PE,SEDA,PE,31.58,21.58,31.474660784894127,5466675,
06-03-25,2025-03-06_131,11:32:00 IST,SELL,NIFTY 6 MAR 22600 PE,SEDA,PE,33.025,21.58,26.76667134276073,5549700,Success
06-03-25,2025-03-06_169,12:04:00 IST,BUY,NIFTY 6 MAR 22550 CE,SEDA,CE,40.2,30.2,68.31257158515967,3106275,
06-03-25,2025-03-06_169,12:10:00 IST,SELL,NIFTY 6 MAR 22550 CE,SEDA,CE,36.275,30.2,55.39264347835897,3310650,Failure
06-03-25,2025-03-06_186,12:21:00 IST,BUY,NIFTY 6 MAR 22500 CE,SEDA,CE,40.96,30.96,60.96839562804448,5869875,
06-03-25,2025-03-06_186,13:15:00 IST,SELL,NIFTY 6 MAR 22500 CE,SEDA,CE,42.8125,34.54,56.54573226630112,5762025,Success
