date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
05-03-25,2025-03-05_30,09:45:00 IST,BUY,NIFTY 5 MAR 22300 CE,SEDA,CE,13.53,3.53,89.64033496037307,11885325,
05-03-25,2025-03-05_30,09:51:00 IST,SELL,NIFTY 5 MAR 22300 CE,SEDA,CE,8.6625,3.53,80.01552768793061,14144025,Failure
05-03-25,2025-03-05_86,10:41:00 IST,BUY,NIFTY 5 MAR 22350 CE,SEDA,CE,9.34,-0.66,69.06305380382472,12566100,
05-03-25,2025-03-05_86,10:47:00 IST,SELL,NIFTY 5 MAR 22350 CE,SEDA,CE,9.325,-0.66,76.87903275011341,12956475,Failure
05-03-25,2025-03-05_130,11:25:00 IST,BUY,NIFTY 5 MAR 22400 CE,SEDA,CE,8.24,-1.76,62.00717933091629,14255325,
05-03-25,2025-03-05_130,11:31:00 IST,SELL,NIFTY 5 MAR 22400 CE,SEDA,CE,5.9625,-1.76,66.26222242568849,15504000,Failure
05-03-25,2025-03-05_196,12:31:00 IST,BUY,NIFTY 5 MAR 22450 CE,SEDA,CE,5.91,-4.09,68.31601253330464,12407550,
05-03-25,2025-03-05_196,12:37:00 IST,SELL,NIFTY 5 MAR 22450 CE,SEDA,CE,5.9625,-4.09,66.07714106801208,12579750,Success
05-03-25,2025-03-05_251,13:26:00 IST,BUY,NIFTY 5 MAR 22500 CE,SEDA,CE,4.14,-5.86,51.90856085269541,25117050,
05-03-25,2025-03-05_251,13:32:00 IST,SELL,NIFTY 5 MAR 22500 CE,SEDA,CE,2.6875,-5.86,35.384195880394984,25585425,Failure
