date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
16-01-25,2025-01-16_106,11:01:00 IST,BUY,NIFTY 16 JAN 23100 PE,SEDA,PE,43.72,33.72,34.000763653214406,2509425,
16-01-25,2025-01-16_106,11:07:00 IST,SELL,NIFTY 16 JAN 23100 PE,SEDA,PE,43.1125,33.72,41.12369019527007,2735625,Failure
16-01-25,2025-01-16_126,11:21:00 IST,BUY,NIFTY 16 JAN 23150 PE,SEDA,PE,45.2,35.2,31.285667861181423,1910175,
16-01-25,2025-01-16_126,11:27:00 IST,SELL,NIFTY 16 JAN 23150 PE,SEDA,PE,42.15,35.2,36.24807852488911,2102475,Failure
16-01-25,2025-01-16_175,12:10:00 IST,BUY,NIFTY 16 JAN 23200 PE,SEDA,PE,43.34,33.34,47.00286597008309,4894950,
16-01-25,2025-01-16_175,12:16:00 IST,SELL,NIFTY 16 JAN 23200 PE,SEDA,PE,42.975,33.34,61.46926949742968,4945425,Failure
16-01-25,2025-01-16_192,12:27:00 IST,BUY,NIFTY 16 JAN 23250 PE,SEDA,PE,48.63,38.63,46.75767863264983,1722450,
16-01-25,2025-01-16_192,12:33:00 IST,SELL,NIFTY 16 JAN 23250 PE,SEDA,PE,50.2875,38.63,68.94822506250084,1756950,Success
16-01-25,2025-01-16_226,13:01:00 IST,BUY,NIFTY 16 JAN 23250 CE,SEDA,CE,51.94,41.94,74.30791819239823,1772100,
16-01-25,2025-01-16_226,13:07:00 IST,SELL,NIFTY 16 JAN 23250 CE,SEDA,CE,50.1625,41.94,44.87080601193813,1804350,Failure
16-01-25,2025-01-16_255,13:30:00 IST,BUY,NIFTY 16 JAN 23200 CE,SEDA,CE,48.27,38.27,63.36328892306644,4523625,
16-01-25,2025-01-16_255,13:36:00 IST,SELL,NIFTY 16 JAN 23200 CE,SEDA,CE,45.15,38.27,68.60600546813157,4816500,Failure
