date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
28-01-25,2025-01-28_30,09:45:00 IST,BUY,NIFTY 28 JAN 23050 PE,SEDA,PE,38.49,28.49,28.329438929651815,3053475,
28-01-25,2025-01-28_30,09:51:00 IST,SELL,NIFTY 28 JAN 23050 PE,SEDA,PE,38.2375,28.49,46.83078412692922,3329650,Failure
28-01-25,2025-01-28_56,10:11:00 IST,BUY,NIFTY 28 JAN 23100 PE,SEDA,PE,41.01,31.01,40.64622716035328,4283625,
28-01-25,2025-01-28_56,10:17:00 IST,SELL,NIFTY 28 JAN 23100 PE,SEDA,PE,41.875,31.01,38.01529559193658,4655075,Success
28-01-25,2025-01-28_108,11:03:00 IST,BUY,NIFTY 28 JAN 23100 CE,SEDA,CE,45.54,35.54,84.49611508824347,7771475,
28-01-25,2025-01-28_108,11:09:00 IST,SELL,NIFTY 28 JAN 23100 CE,SEDA,CE,40.4625,35.54,70.34020681146444,7459250,Failure
28-01-25,2025-01-28_131,11:26:00 IST,BUY,NIFTY 28 JAN 23000 CE,SEDA,CE,37.05,27.05,63.63077744865019,9966925,
28-01-25,2025-01-28_131,12:55:00 IST,SELL,NIFTY 28 JAN 23000 CE,SEDA,CE,54.42,54.42,70.0839643600181,9332200,Success
28-01-25,2025-01-28_273,13:48:00 IST,BUY,NIFTY 28 JAN 23150 CE,SEDA,CE,36.33,26.33,57.19631727026781,2922700,
28-01-25,2025-01-28_273,13:54:00 IST,SELL,NIFTY 28 JAN 23150 CE,SEDA,CE,38.0,26.33,59.718634533222506,2973375,Success
