date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
06-02-25,2025-02-06_30,09:45:00 IST,BUY,NIFTY 6 FEB 23600 PE,SEDA,PE,42.99,32.99,30.5357300065031,5344125,
06-02-25,2025-02-06_30,09:51:00 IST,SELL,NIFTY 6 FEB 23600 PE,SEDA,PE,44.775,32.99,29.865179078325056,5429850,Success
06-02-25,2025-02-06_92,10:47:00 IST,BUY,NIFTY 6 FEB 23550 PE,SEDA,PE,35.0,25.0,52.375543041154884,1979400,
06-02-25,2025-02-06_92,10:53:00 IST,SELL,NIFTY 6 FEB 23550 PE,SEDA,PE,36.025,25.0,52.314847024060356,2040000,Success
06-02-25,2025-02-06_118,11:13:00 IST,BUY,NIFTY 6 FEB 23650 PE,SEDA,PE,39.19,29.19,26.643561852863314,1774950,
06-02-25,2025-02-06_118,11:19:00 IST,SELL,NIFTY 6 FEB 23650 PE,SEDA,PE,39.45,29.19,29.938715369210627,1826700,Success
06-02-25,2025-02-06_136,11:31:00 IST,BUY,NIFTY 6 FEB 23700 PE,SEDA,PE,35.99,25.99,35.3154303175081,3600750,
06-02-25,2025-02-06_136,11:37:00 IST,SELL,NIFTY 6 FEB 23700 PE,SEDA,PE,36.875,25.99,51.99036080298366,4063050,Success
06-02-25,2025-02-06_281,13:56:00 IST,BUY,NIFTY 6 FEB 23500 PE,SEDA,PE,35.8,25.8,30.187187104063483,4465725,
06-02-25,2025-02-06_281,14:02:00 IST,SELL,NIFTY 6 FEB 23500 PE,SEDA,PE,34.025,25.8,62.333595302505955,4549575,Failure
06-02-25,2025-02-06_301,14:16:00 IST,BUY,NIFTY 6 FEB 23450 PE,SEDA,PE,36.54,26.54,39.85262231037333,1410900,
06-02-25,2025-02-06_301,14:22:00 IST,SELL,NIFTY 6 FEB 23450 PE,SEDA,PE,36.775,26.54,47.45516730765674,1549200,Success
