date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
10-11-25,2025-11-10_119,11:14:00 IST,BUY,NIFTY 10 NOV 25500 CE,SEDA,CE,9.53,-0.47,64.3730990212678,36695400,
10-11-25,2025-11-10_119,11:16:00 IST,SELL,NIFTY 10 NOV 25500 CE,SEDA,CE,8.2875,-0.47,69.52289154993213,36774075,Failure
10-11-25,2025-11-10_132,11:27:00 IST,BUY,NIFTY 10 NOV 25450 CE,SEDA,CE,12.76,2.76,81.44184929310032,11240475,
10-11-25,2025-11-10_132,11:29:00 IST,SELL,NIFTY 10 NOV 25450 CE,SEDA,CE,12.6375,2.76,82.41202585958592,11240475,Failure
10-11-25,2025-11-10_216,12:51:00 IST,BUY,NIFTY 10 NOV 25600 CE,SEDA,CE,6.79,-3.21,70.31435365109536,35826675,
10-11-25,2025-11-10_216,12:53:00 IST,SELL,NIFTY 10 NOV 25600 CE,SEDA,CE,6.725,-3.21,73.693908510851,35826675,Failure
10-11-25,2025-11-10_229,13:04:00 IST,BUY,NIFTY 10 NOV 25550 CE,SEDA,CE,10.1,0.1,66.21687469529138,17375325,
10-11-25,2025-11-10_229,13:06:00 IST,SELL,NIFTY 10 NOV 25550 CE,SEDA,CE,10.175,0.1,42.533346805656315,17880675,Success
10-11-25,2025-11-10_292,14:07:00 IST,BUY,NIFTY 10 NOV 25650 CE,SEDA,CE,5.0,-5.0,59.44062698014782,25464150,
10-11-25,2025-11-10_292,14:09:00 IST,SELL,NIFTY 10 NOV 25650 CE,SEDA,CE,4.95,-5.0,51.3516441860483,25464150,Failure
10-11-25,2025-11-10_306,14:21:00 IST,BUY,NIFTY 10 NOV 25700 CE,SEDA,CE,3.48,-6.52,60.51171644992134,37582575,
10-11-25,2025-11-10_306,14:23:00 IST,SELL,NIFTY 10 NOV 25700 CE,SEDA,CE,3.45,-6.52,67.35710319264479,37582575,Failure
