date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
24-03-25,2025-03-24_30,09:45:00 IST,BUY,NIFTY 24 MAR 23800 PE,SEDA,PE,33.38,23.38,49.75113734365676,3571575,
24-03-25,2025-03-24_30,09:51:00 IST,SELL,NIFTY 24 MAR 23800 PE,SEDA,PE,29.625,23.38,65.40801508738578,4286325,Failure
24-03-25,2025-03-24_47,10:02:00 IST,BUY,NIFTY 24 MAR 23850 CE,SEDA,CE,38.78,28.78,72.77817827936687,3634575,
24-03-25,2025-03-24_47,10:08:00 IST,SELL,NIFTY 24 MAR 23850 CE,SEDA,CE,35.0,28.78,71.48677817888363,3570750,Failure
24-03-25,2025-03-24_81,10:36:00 IST,BUY,NIFTY 24 MAR 23800 CE,SEDA,CE,34.66,24.66,65.43789830480266,8988675,
24-03-25,2025-03-24_81,10:42:00 IST,SELL,NIFTY 24 MAR 23800 CE,SEDA,CE,28.85,24.66,73.88082152394811,9477750,Failure
24-03-25,2025-03-24_98,10:53:00 IST,BUY,NIFTY 24 MAR 23750 CE,SEDA,CE,34.84,24.84,79.62065212125196,3784950,
24-03-25,2025-03-24_98,10:59:00 IST,SELL,NIFTY 24 MAR 23750 CE,SEDA,CE,32.475,24.84,85.29778826902773,3805650,Failure
24-03-25,2025-03-24_115,11:10:00 IST,BUY,NIFTY 24 MAR 23700 CE,SEDA,CE,33.66,23.66,62.33891455733877,6777450,
24-03-25,2025-03-24_115,11:25:00 IST,SELL,NIFTY 24 MAR 23700 CE,SEDA,CE,32.2125,23.66,59.797811152071276,7144650,Failure
