date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
07-02-25,2025-02-07_30,09:45:00 IST,BUY,NIFTY 7 FEB 23600 CE,SEDA,CE,49.87,39.87,42.56629620076256,5643450,
07-02-25,2025-02-07_30,09:51:00 IST,SELL,NIFTY 7 FEB 23600 CE,SEDA,CE,51.4,39.87,33.45398518399263,5753700,Success
07-02-25,2025-02-07_66,10:21:00 IST,BUY,NIFTY 7 FEB 23500 PE,SEDA,PE,36.83,26.83,36.575045817767055,3834675,
07-02-25,2025-02-07_66,10:27:00 IST,SELL,NIFTY 7 FEB 23500 PE,SEDA,PE,33.5875,26.83,31.913189275325493,3867375,Failure
07-02-25,2025-02-07_83,10:38:00 IST,BUY,NIFTY 7 FEB 23550 PE,SEDA,PE,35.99,25.99,42.46289614100417,1869000,
07-02-25,2025-02-07_83,10:44:00 IST,SELL,NIFTY 7 FEB 23550 PE,SEDA,PE,34.65,25.99,59.66718202336386,1979400,Failure
07-02-25,2025-02-07_131,11:26:00 IST,BUY,NIFTY 7 FEB 23700 CE,SEDA,CE,45.2,35.2,83.8213176448136,5043225,
07-02-25,2025-02-07_131,11:32:00 IST,SELL,NIFTY 7 FEB 23700 CE,SEDA,CE,42.925,35.2,87.66053370080584,5131650,Failure
07-02-25,2025-02-07_206,12:41:00 IST,BUY,NIFTY 7 FEB 23600 PE,SEDA,PE,38.75,28.75,31.664326845757984,5572050,
07-02-25,2025-02-07_206,12:47:00 IST,SELL,NIFTY 7 FEB 23600 PE,SEDA,PE,38.7,28.75,42.443147658797024,5540250,Failure
07-02-25,2025-02-07_296,14:11:00 IST,BUY,NIFTY 7 FEB 23450 PE,SEDA,PE,36.54,26.54,20.046610673634774,1410900,
07-02-25,2025-02-07_296,14:17:00 IST,SELL,NIFTY 7 FEB 23450 PE,SEDA,PE,36.775,26.54,15.300374650141066,1549200,Success
