date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
18-02-25,2025-02-18_48,10:03:00 IST,BUY,NIFTY 18 FEB 23000 CE,SEDA,CE,26.8,16.8,55.00548515093349,9250125,
18-02-25,2025-02-18_48,10:09:00 IST,SELL,NIFTY 18 FEB 23000 CE,SEDA,CE,24.5,16.8,50.92665486880554,9583275,Failure
18-02-25,2025-02-18_65,10:20:00 IST,BUY,NIFTY 18 FEB 23000 PE,SEDA,PE,21.56,11.56,29.804923298028584,7683600,
18-02-25,2025-02-18_65,10:26:00 IST,SELL,NIFTY 18 FEB 23000 PE,SEDA,PE,19.75,11.56,25.467477481302026,8392575,Failure
18-02-25,2025-02-18_113,11:08:00 IST,BUY,NIFTY 18 FEB 22950 PE,SEDA,PE,23.7,13.7,41.5754448372658,4106250,
18-02-25,2025-02-18_113,11:14:00 IST,SELL,NIFTY 18 FEB 22950 PE,SEDA,PE,24.0,13.7,23.49880845552842,4503750,Success
18-02-25,2025-02-18_246,13:21:00 IST,BUY,NIFTY 18 FEB 22950 CE,SEDA,CE,24.1,14.1,58.71529027744959,5010600,
18-02-25,2025-02-18_246,13:27:00 IST,SELL,NIFTY 18 FEB 22950 CE,SEDA,CE,23.3125,14.1,61.93464748296794,5075550,Failure
18-02-25,2025-02-18_311,14:26:00 IST,BUY,NIFTY 18 FEB 22900 CE,SEDA,CE,22.95,12.95,62.32917382094967,5666925,
18-02-25,2025-02-18_311,14:32:00 IST,SELL,NIFTY 18 FEB 22900 CE,SEDA,CE,19.8125,12.95,60.51714178308735,6476325,Failure
