date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
30-04-2026,2026-04-30_30,09:45:00 IST,BUY,NIFTY 30 APR 23950 CE,SEDA,CE,42.24,32.24,50.50348402,2402140,
30-04-2026,2026-04-30_30,09:57:00 IST,SELL,NIFTY 30 APR 23950 CE,SEDA,CE,37.4,34.01,34.55092257,2552485,Failure
30-04-2026,2026-04-30_53,10:08:00 IST,BUY,NIFTY 30 APR 23850 PE,SEDA,PE,50.44,40.44,28.13726643,2097875,
30-04-2026,2026-04-30_53,10:35:00 IST,SELL,NIFTY 30 APR 23850 PE,SEDA,PE,48.64,48.64,43.46688398,2083705,Failure
30-04-2026,2026-04-30_91,10:46:00 IST,BUY,NIFTY 30 APR 23800 PE,SEDA,PE,47.77,37.77,43.91507765,4478630,
30-04-2026,2026-04-30_91,11:00:00 IST,SELL,NIFTY 30 APR 23800 PE,SEDA,PE,47.5625,37.77,43.90857431,4548700,Failure
30-04-2026,2026-04-30_176,12:11:00 IST,BUY,NIFTY 30 APR 23900 PE,SEDA,PE,45.31,35.31,71.98094808,3788980,
30-04-2026,2026-04-30_176,12:23:00 IST,SELL,NIFTY 30 APR 23900 PE,SEDA,PE,43.6375,35.31,70.6586656,4176445,Failure
30-04-2026,2026-04-30_200,12:35:00 IST,BUY,NIFTY 30 APR 23900 CE,SEDA,CE,49.16,39.16,66.2120611,5111275,
30-04-2026,2026-04-30_200,15:12:00 IST,SELL,NIFTY 30 APR 23900 CE,SEDA,CE,64.9375,59.64,24.05954291,1962025,Success
