date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
03-02-25,2025-02-03_36,09:51:00 IST,BUY,NIFTY 3 FEB 23550 PE,SEDA,PE,31.74,21.74,26.594091722882325,3178500,
03-02-25,2025-02-03_36,09:57:00 IST,SELL,NIFTY 3 FEB 23550 PE,SEDA,PE,31.5125,21.74,39.189869714252694,3313125,Failure
03-02-25,2025-02-03_76,10:31:00 IST,BUY,NIFTY 3 FEB 23500 CE,SEDA,CE,37.84,27.84,65.9471774734755,10074450,
03-02-25,2025-02-03_76,10:37:00 IST,SELL,NIFTY 3 FEB 23500 CE,SEDA,CE,36.8375,27.84,61.48643779398413,10526475,Failure
03-02-25,2025-02-03_93,10:48:00 IST,BUY,NIFTY 3 FEB 23450 CE,SEDA,CE,40.8,30.8,77.46362641491636,2870475,
03-02-25,2025-02-03_93,10:54:00 IST,SELL,NIFTY 3 FEB 23450 CE,SEDA,CE,39.4625,30.8,58.57830229130969,3005250,Failure
03-02-25,2025-02-03_166,12:01:00 IST,BUY,NIFTY 3 FEB 23550 CE,SEDA,CE,32.45,22.45,50.48268731559908,3338400,
03-02-25,2025-02-03_166,12:07:00 IST,SELL,NIFTY 3 FEB 23550 CE,SEDA,CE,32.375,22.45,71.08998579174944,3687900,Failure
03-02-25,2025-02-03_216,12:51:00 IST,BUY,NIFTY 3 FEB 23600 PE,SEDA,PE,35.25,25.25,37.41040383641127,4585425,
03-02-25,2025-02-03_216,12:57:00 IST,SELL,NIFTY 3 FEB 23600 PE,SEDA,PE,33.675,25.25,45.25589544752488,4596525,Failure
03-02-25,2025-02-03_235,13:10:00 IST,BUY,NIFTY 3 FEB 23600 CE,SEDA,CE,34.35,24.35,77.99019723006458,7487325,
03-02-25,2025-02-03_235,13:20:00 IST,SELL,NIFTY 3 FEB 23600 CE,SEDA,CE,34.8625,24.35,67.76769538636363,7374375,Success
03-02-25,2025-02-03_276,13:51:00 IST,BUY,NIFTY 3 FEB 23700 CE,SEDA,CE,28.85,18.85,52.63095591991197,5485275,
03-02-25,2025-02-03_276,13:57:00 IST,SELL,NIFTY 3 FEB 23700 CE,SEDA,CE,28.3125,18.85,38.69990515182689,5759775,Failure
