date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
25-03-25,2025-03-25_31,09:46:00 IST,BUY,NIFTY 25 MAR 23650 CE,SEDA,CE,26.22,16.22,59.07113054962877,3682575,
25-03-25,2025-03-25_31,09:52:00 IST,SELL,NIFTY 25 MAR 23650 CE,SEDA,CE,27.4125,16.22,78.01706970452756,4239075,Success
25-03-25,2025-03-25_102,10:57:00 IST,BUY,NIFTY 25 MAR 23700 PE,SEDA,PE,21.32,11.32,23.31174310962733,11828775,
25-03-25,2025-03-25_102,11:03:00 IST,SELL,NIFTY 25 MAR 23700 PE,SEDA,PE,21.8,11.32,33.845983573555074,11432175,Success
25-03-25,2025-03-25_119,11:14:00 IST,BUY,NIFTY 25 MAR 23650 PE,SEDA,PE,19.61,9.61,43.82850722327228,5978925,
25-03-25,2025-03-25_119,11:20:00 IST,SELL,NIFTY 25 MAR 23650 PE,SEDA,PE,19.375,9.61,47.907124434192525,6348000,Failure
25-03-25,2025-03-25_182,12:17:00 IST,BUY,NIFTY 25 MAR 23600 PE,SEDA,PE,18.05,8.05,46.743106610346885,10108575,
25-03-25,2025-03-25_182,12:23:00 IST,SELL,NIFTY 25 MAR 23600 PE,SEDA,PE,19.0125,8.05,42.456859363075665,10572825,Success
25-03-25,2025-03-25_241,13:16:00 IST,BUY,NIFTY 25 MAR 23550 PE,SEDA,PE,16.1,6.1,41.57731144093646,4987575,
25-03-25,2025-03-25_241,13:25:00 IST,SELL,NIFTY 25 MAR 23550 PE,SEDA,PE,17.2,6.1,56.616998321811494,4630425,Success
