date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
12-03-25,2025-03-12_30,09:45:00 IST,BUY,NIFTY 12 MAR 22500 PE,SEDA,PE,9.89,-0.11,41.86106293201448,14049075,
12-03-25,2025-03-12_30,09:51:00 IST,SELL,NIFTY 12 MAR 22500 PE,SEDA,PE,8.7125,-0.11,55.25983602378848,15101100,Failure
12-03-25,2025-03-12_51,10:06:00 IST,BUY,NIFTY 12 MAR 22550 PE,SEDA,PE,9.76,-0.24,23.61177456907467,8074500,
12-03-25,2025-03-12_51,10:12:00 IST,SELL,NIFTY 12 MAR 22550 PE,SEDA,PE,9.6625,-0.24,32.31643607911991,10018800,Failure
12-03-25,2025-03-12_136,11:31:00 IST,BUY,NIFTY 12 MAR 22450 PE,SEDA,PE,7.01,-2.99,24.216365553479278,12404700,
12-03-25,2025-03-12_136,11:37:00 IST,SELL,NIFTY 12 MAR 22450 PE,SEDA,PE,6.9375,-2.99,28.674130927957734,12404700,Failure
12-03-25,2025-03-12_156,11:51:00 IST,BUY,NIFTY 12 MAR 22400 PE,SEDA,PE,10.34,0.34,40.52980398893372,15035925,
12-03-25,2025-03-12_156,11:57:00 IST,SELL,NIFTY 12 MAR 22400 PE,SEDA,PE,5.15,0.34,44.352566294146264,17835525,Failure
12-03-25,2025-03-12_296,14:11:00 IST,BUY,NIFTY 12 MAR 22450 CE,SEDA,CE,1.81,-8.19,67.43475290667105,36090075,
12-03-25,2025-03-12_296,14:17:00 IST,SELL,NIFTY 12 MAR 22450 CE,SEDA,CE,0.9875,-8.19,75.71639883923544,37058475,Failure
12-03-25,2025-03-12_313,14:28:00 IST,BUY,NIFTY 12 MAR 22400 CE,SEDA,CE,3.22,-6.78,71.2659654080501,25639425,
12-03-25,2025-03-12_313,14:34:00 IST,SELL,NIFTY 12 MAR 22400 CE,SEDA,CE,1.5875,-6.78,65.4452098932079,31714725,Failure
