symbol,time_ist,datetime_ist,option_ltp,rsi_1m,trailing_sl,action,reason
NIFTY 6 JAN 23900 PE,10:44:00 IST,06-01-25 10:44:00 IST,224.55,22.87289454671415,211.8,HOLD,no_exit_condition_met
NIFTY 6 JAN 23900 PE,10:45:00 IST,06-01-25 10:45:00 IST,211.2,21.426613685235537,211.8,EXIT,stop_loss_hit
NIFTY 6 JAN 23850 PE,10:58:00 IST,06-01-25 10:58:00 IST,204.25,25.717437503954287,191.29,HOLD,no_exit_condition_met
NIFTY 6 JAN 23850 PE,10:59:00 IST,06-01-25 10:59:00 IST,204.25,24.427054658387448,191.29,HOLD,no_exit_condition_met
NIFTY 6 JAN 23850 PE,11:00:00 IST,06-01-25 11:00:00 IST,204.25,29.974533773206673,191.29,HOLD,no_exit_condition_met
NIFTY 6 JAN 23850 PE,11:01:00 IST,06-01-25 11:01:00 IST,204.25,29.200627988642083,191.29,HOLD,no_exit_condition_met
NIFTY 6 JAN 23850 PE,11:02:00 IST,06-01-25 11:02:00 IST,204.25,28.651219395874136,191.29,HOLD,no_exit_condition_met
NIFTY 6 JAN 23850 PE,11:03:00 IST,06-01-25 11:03:00 IST,204.25,31.79523060007962,191.29,EXIT,time_cutoff_6m
NIFTY 6 JAN 23800 PE,11:11:00 IST,06-01-25 11:11:00 IST,157.5,20.75274874399682,144.07,HOLD,no_exit_condition_met
NIFTY 6 JAN 23800 PE,11:12:00 IST,06-01-25 11:12:00 IST,157.5,19.449056403978062,144.07,HOLD,no_exit_condition_met
NIFTY 6 JAN 23800 PE,11:13:00 IST,06-01-25 11:13:00 IST,157.5,16.32430770151315,144.07,HOLD,no_exit_condition_met
NIFTY 6 JAN 23800 PE,11:14:00 IST,06-01-25 11:14:00 IST,157.5,18.92003883536485,144.07,HOLD,no_exit_condition_met
NIFTY 6 JAN 23800 PE,11:15:00 IST,06-01-25 11:15:00 IST,154.4,24.317669524586776,144.07,HOLD,no_exit_condition_met
NIFTY 6 JAN 23800 PE,11:16:00 IST,06-01-25 11:16:00 IST,154.4,22.548000355124714,144.07,EXIT,time_cutoff_6m
NIFTY 6 JAN 23750 CE,13:02:00 IST,06-01-25 13:02:00 IST,108.55,52.185394211924354,94.64,HOLD,no_exit_condition_met
NIFTY 6 JAN 23750 CE,13:03:00 IST,06-01-25 13:03:00 IST,108.55,54.19614004406429,94.64,HOLD,no_exit_condition_met
NIFTY 6 JAN 23750 CE,13:04:00 IST,06-01-25 13:04:00 IST,108.55,56.2411303639194,94.64,HOLD,no_exit_condition_met
NIFTY 6 JAN 23750 CE,13:05:00 IST,06-01-25 13:05:00 IST,101.8,53.158236626825506,94.64,HOLD,no_exit_condition_met
NIFTY 6 JAN 23750 CE,13:06:00 IST,06-01-25 13:06:00 IST,101.8,53.299612424995644,94.64,HOLD,no_exit_condition_met
NIFTY 6 JAN 23750 CE,13:07:00 IST,06-01-25 13:07:00 IST,101.8,50.3021450877153,94.64,EXIT,time_cutoff_6m
NIFTY 6 JAN 23650 PE,13:33:00 IST,06-01-25 13:33:00 IST,103.2,22.767391856272795,89.23,HOLD,no_exit_condition_met
NIFTY 6 JAN 23650 PE,13:34:00 IST,06-01-25 13:34:00 IST,103.2,21.026851632388755,89.23,HOLD,no_exit_condition_met
NIFTY 6 JAN 23650 PE,13:35:00 IST,06-01-25 13:35:00 IST,91.6,35.12283778676867,89.23,HOLD,no_exit_condition_met
NIFTY 6 JAN 23650 PE,13:36:00 IST,06-01-25 13:36:00 IST,91.6,42.89949362452132,89.23,HOLD,no_exit_condition_met
NIFTY 6 JAN 23650 PE,13:37:00 IST,06-01-25 13:37:00 IST,91.6,44.85919975876067,89.23,HOLD,no_exit_condition_met
NIFTY 6 JAN 23650 PE,13:38:00 IST,06-01-25 13:38:00 IST,91.6,42.99606073312567,89.23,EXIT,time_cutoff_6m
