test_date,symbol,option_type,strike,score_pct,entry_time_ist,exit_time_ist,entry_ltp,exit_ltp,trailing_sl,pnl_pct,outcome,exit_reason
2025-07-09,NIFTY 9 JUL 25300 CE,CE,25300,100.0,10:17:00 IST,10:25:00 IST,119.63,104.63,104.63,-12.54,Failure,stop_loss_hit
2025-07-09,NIFTY 9 JUL 25250 CE,CE,25250,87.0,11:26:00 IST,11:55:00 IST,155.89,140.89,140.89,-9.62,Failure,stop_loss_hit
