test_date,symbol,option_type,strike,score_pct,entry_time_ist,exit_time_ist,entry_ltp,exit_ltp,trailing_sl,pnl_pct,outcome,exit_reason
2026-05-21,NIFTY 21 MAY 24100 PE,PE,24100,100,10:07:00 IST,10:10:00 IST,367.0,348.0,352.0,-5.18,Success,STOP_LOSS
2026-05-21,NIFTY 21 MAY 24000 PE,PE,24000,100,10:38:00 IST,10:45:00 IST,275.75,261.05,262.96,-5.33,Success,STOP_LOSS
2026-05-21,NIFTY 21 MAY 23900 PE,PE,23900,100,10:57:00 IST,11:23:00 IST,206.6,216.2,205.39,4.65,Failure,SUPERTREND_REVERSAL
2026-05-21,NIFTY 21 MAY 23950 PE,PE,23950,100,12:15:00 IST,12:23:00 IST,227.0,231.1,219.54,1.81,Failure,SUPERTREND_REVERSAL
2026-05-21,NIFTY 21 MAY 24050 PE,PE,24050,100,13:31:00 IST,13:33:00 IST,288.05,288.05,273.05,0.0,Failure,SUPERTREND_REVERSAL
2026-05-21,NIFTY 21 MAY 24150 PE,PE,24150,100,14:02:00 IST,14:14:00 IST,376.6,395.85,389.31,5.11,Failure,SUPERTREND_REVERSAL
