date,trade id,time ist,event,symbol,option_type,price,trailing_sl,rsi,oi,outcome
23-09-25,2025-09-23_121,11:16:00 IST,BUY,NIFTY 23 SEP 25200 PE,PE,113.07,103.07,29.043900373571745,6043725,
23-09-25,2025-09-23_121,11:35:00 IST,SELL,NIFTY 23 SEP 25200 PE,PE,119.65,119.65,39.529318961442,5512950,Success
