date,trade id,time ist,event,symbol,option_type,price,trailing_sl,rsi,oi,outcome
04-09-25,2025-09-04_177,12:12:00 IST,BUY,NIFTY 4 SEP 24850 PE,PE,170.29,160.29,34.64376643989861,1570125,
04-09-25,2025-09-04_177,12:20:00 IST,SELL,NIFTY 4 SEP 24850 PE,PE,202.55,202.55,31.58606773918764,1529400,Success
