date,trade id,time ist,event,symbol,option_type,price,trailing_sl,rsi,oi,outcome
02-03-2025,2025-02-03_75,10:30:00 IST,BUY,NIFTY 3 FEB 23050 CE,CE,483.7,453.7,61.8519384,288975,
02-03-2025,2025-02-03_75,10:40:00 IST,SELL,NIFTY 3 FEB 23050 CE,CE,453.7,453.7,50.96786981,289875,Failure
02-03-2025,2025-02-03_88,10:43:00 IST,BUY,NIFTY 3 FEB 23000 CE,CE,475.8,445.8,65.58393923,1197225,
02-03-2025,2025-02-03_88,11:20:00 IST,SELL,NIFTY 3 FEB 23000 CE,CE,535.8,509.25,67.07227081,1176150,Success
02-03-2025,2025-02-03_169,12:04:00 IST,BUY,NIFTY 3 FEB 23100 CE,CE,467.15,437.15,61.03074676,766875,
02-03-2025,2025-02-03_169,13:00:00 IST,SELL,NIFTY 3 FEB 23100 CE,CE,527.15,502.07,57.24216752,783450,Success
