Candle_Mode,Total_Days,Total_Trades,Wins,Losses,Win_Rate_Pct,Avg_Daily_PnL_Pct,BUY Total Trades,BUY Success %,PUT Total Trades,PUT Success %
HEIKIN_ASHI,62,0,0,0,0,0.0,0 (0 win 0 loss),0.0,0 (0 win 0 loss),0.0
