symbol,time_ist,datetime_ist,option_ltp,rsi_1m,trailing_sl,action,reason
NIFTY 7 MAR 22550 PE,12:05:00 IST,07-03-25 12:05:00 IST,123.1,28.715184148842894,113.62,HOLD,no_exit_condition_met
NIFTY 7 MAR 22550 PE,12:06:00 IST,07-03-25 12:06:00 IST,123.1,28.517308733891056,113.62,HOLD,no_exit_condition_met
NIFTY 7 MAR 22550 PE,12:07:00 IST,07-03-25 12:07:00 IST,123.1,36.94069301731659,113.62,HOLD,no_exit_condition_met
NIFTY 7 MAR 22550 PE,12:08:00 IST,07-03-25 12:08:00 IST,123.1,34.67391856654379,113.62,HOLD,no_exit_condition_met
NIFTY 7 MAR 22550 PE,12:09:00 IST,07-03-25 12:09:00 IST,123.1,35.05261564620341,113.62,HOLD,no_exit_condition_met
NIFTY 7 MAR 22550 PE,12:10:00 IST,07-03-25 12:10:00 IST,131.55,32.97135843497648,113.62,TRAIL,continuous_trailing
NIFTY 7 MAR 22550 PE,12:11:00 IST,07-03-25 12:11:00 IST,131.55,31.809098362363457,116.55,HOLD,no_exit_condition_met
NIFTY 7 MAR 22550 PE,12:12:00 IST,07-03-25 12:12:00 IST,131.55,29.991791295765026,116.55,HOLD,no_exit_condition_met
NIFTY 7 MAR 22550 PE,12:13:00 IST,07-03-25 12:13:00 IST,131.55,28.91990096553522,116.55,HOLD,no_exit_condition_met
NIFTY 7 MAR 22550 PE,12:14:00 IST,07-03-25 12:14:00 IST,131.55,30.10359684275521,116.55,HOLD,no_exit_condition_met
NIFTY 7 MAR 22550 PE,12:15:00 IST,07-03-25 12:15:00 IST,137.85,32.73556627535099,116.55,TRAIL,continuous_trailing
NIFTY 7 MAR 22550 PE,12:16:00 IST,07-03-25 12:16:00 IST,137.85,37.87879027806826,122.85,HOLD,no_exit_condition_met
NIFTY 7 MAR 22550 PE,12:17:00 IST,07-03-25 12:17:00 IST,137.85,33.29122570626082,122.85,HOLD,no_exit_condition_met
NIFTY 7 MAR 22550 PE,12:18:00 IST,07-03-25 12:18:00 IST,137.85,32.4147330308261,122.85,HOLD,no_exit_condition_met
