date,trade id,time ist,event,symbol,option_type,price,trailing_sl,rsi,oi,outcome
25-07-25,2025-07-25_123,11:18:00 IST,BUY,NIFTY 25 JUL 25000 PE,PE,189.48,179.48,39.200110191365305,8047650,
25-07-25,2025-07-25_123,11:21:00 IST,SELL,NIFTY 25 JUL 25000 PE,PE,179.48,179.48,58.199289257205734,8007150,Failure
25-07-25,2025-07-25_127,11:22:00 IST,BUY,NIFTY 25 JUL 24750 CE,CE,200.54,190.54,59.768809059189266,399450,
25-07-25,2025-07-25_127,11:37:00 IST,SELL,NIFTY 25 JUL 24750 CE,CE,190.54,190.54,44.863828454669616,399450,Failure
