symbol,time_ist,datetime_ist,option_ltp,rsi_1m,trailing_sl,action,reason
NIFTY 15 JAN 23250 CE,12:44:00 IST,15-01-25 12:44:00 IST,66.75,69.88283073012364,52.42,HOLD,no_exit_condition_met
NIFTY 15 JAN 23250 CE,12:45:00 IST,15-01-25 12:45:00 IST,65.6,68.68750426125068,52.42,HOLD,no_exit_condition_met
NIFTY 15 JAN 23250 CE,12:46:00 IST,15-01-25 12:46:00 IST,65.6,64.73737160608962,52.42,HOLD,no_exit_condition_met
NIFTY 15 JAN 23250 CE,12:47:00 IST,15-01-25 12:47:00 IST,65.6,70.46624818834906,52.42,HOLD,no_exit_condition_met
NIFTY 15 JAN 23250 CE,12:48:00 IST,15-01-25 12:48:00 IST,65.6,72.60305490464722,52.42,HOLD,no_exit_condition_met
NIFTY 15 JAN 23250 CE,12:49:00 IST,15-01-25 12:49:00 IST,65.6,68.42438124460668,52.42,EXIT,time_cutoff_6m
NIFTY 15 JAN 23200 PE,13:20:00 IST,15-01-25 13:20:00 IST,0.85,18.330228581558472,-14.19,TRAIL,continuous_trailing
NIFTY 15 JAN 23200 PE,13:21:00 IST,15-01-25 13:21:00 IST,0.85,16.469559088523084,-14.15,HOLD,no_exit_condition_met
NIFTY 15 JAN 23200 PE,13:22:00 IST,15-01-25 13:22:00 IST,0.85,17.196346932154157,-14.15,HOLD,no_exit_condition_met
NIFTY 15 JAN 23200 PE,13:23:00 IST,15-01-25 13:23:00 IST,0.85,16.267891727176078,-14.15,HOLD,no_exit_condition_met
NIFTY 15 JAN 23200 PE,13:24:00 IST,15-01-25 13:24:00 IST,0.85,22.892587821340868,-14.15,HOLD,no_exit_condition_met
NIFTY 15 JAN 23200 PE,13:25:00 IST,15-01-25 13:25:00 IST,0.5,26.498336445954294,-14.15,EXIT,time_cutoff_6m
NIFTY 15 JAN 23150 PE,13:39:00 IST,15-01-25 13:39:00 IST,0.05,34.939449103054145,-14.95,HOLD,no_exit_condition_met
NIFTY 15 JAN 23150 PE,13:40:00 IST,15-01-25 13:40:00 IST,0.05,43.49483782068935,-14.95,HOLD,no_exit_condition_met
NIFTY 15 JAN 23150 PE,13:41:00 IST,15-01-25 13:41:00 IST,0.05,48.42352579664944,-14.95,HOLD,no_exit_condition_met
NIFTY 15 JAN 23150 PE,13:42:00 IST,15-01-25 13:42:00 IST,0.05,49.36900118669096,-14.95,HOLD,no_exit_condition_met
NIFTY 15 JAN 23150 PE,13:43:00 IST,15-01-25 13:43:00 IST,0.05,52.361387926351306,-14.95,HOLD,no_exit_condition_met
NIFTY 15 JAN 23150 PE,13:44:00 IST,15-01-25 13:44:00 IST,0.05,50.11345832998937,-14.95,EXIT,time_cutoff_6m
