date,trade id,time ist,event,symbol,option_type,price,trailing_sl,rsi,oi,outcome
29-09-25,2025-09-29_231,13:06:00 IST,BUY,NIFTY 29 SEP 24500 CE,CE,143.98,133.98,59.770294752982046,2736900,
29-09-25,2025-09-29_231,13:40:00 IST,SELL,NIFTY 29 SEP 24500 CE,CE,137.8,137.8,66.39189022200445,2715975,Failure
