date,trade id,time ist,event,symbol,option_type,price,trailing_sl,rsi,oi,outcome
22-05-2026,2026-05-22_54,10:09:00 IST,BUY,NIFTY 22 MAY 23300 CE,CE,520,500,62.3806878,569335,
22-05-2026,2026-05-22_54,10:15:00 IST,SELL,NIFTY 22 MAY 23300 CE,CE,500,500,64.24185901,563940,Breakeven
22-05-2026,2026-05-22_132,11:27:00 IST,BUY,NIFTY 22 MAY 23900 PE,PE,224.45,204.45,39.52720557,1745835,
22-05-2026,2026-05-22_132,11:40:00 IST,SELL,NIFTY 22 MAY 23900 PE,PE,186,204.45,56.72158579,1870245,Failure
22-05-2026,2026-05-22_210,12:45:00 IST,BUY,NIFTY 22 MAY 23350 CE,CE,496.2,476.2,61.65542514,169455,
22-05-2026,2026-05-22_210,12:55:00 IST,SELL,NIFTY 22 MAY 23350 CE,CE,506.6,507.48,77.52980791,168480,Failure
