date,trade id,time ist,event,symbol,option_type,price,trailing_sl,rsi,oi,outcome
03-12-21,2021-12-03_67,10:07:00 IST,BUY,NIFTY 3 DEC 17500 PE,PE,198.77,188.77,47.63001494651395,1014950,
03-12-21,2021-12-03_67,10:20:00 IST,SELL,NIFTY 3 DEC 17500 PE,PE,308.6,308.6,31.76466922444628,949400,Success
