symbol,time_ist,datetime_ist,option_ltp,rsi_1m,trailing_sl,action,reason
NIFTY 14 JUL 25300 PE,11:13:00 IST,14-07-25 11:13:00 IST,121.9,33.7981041581569,108.12,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:14:00 IST,14-07-25 11:14:00 IST,121.9,35.8688841858298,108.12,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:15:00 IST,14-07-25 11:15:00 IST,127.05,36.084190376594506,108.12,TRAIL,continuous_trailing
NIFTY 14 JUL 25300 PE,11:16:00 IST,14-07-25 11:16:00 IST,127.05,33.50026830929366,112.05,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:17:00 IST,14-07-25 11:17:00 IST,127.05,31.85003436596763,112.05,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:18:00 IST,14-07-25 11:18:00 IST,127.05,37.902275659386234,112.05,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:19:00 IST,14-07-25 11:19:00 IST,127.05,39.58450181837954,112.05,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:20:00 IST,14-07-25 11:20:00 IST,127.85,36.271906216167736,112.05,TRAIL,continuous_trailing
NIFTY 14 JUL 25300 PE,11:21:00 IST,14-07-25 11:21:00 IST,127.85,33.62070443704633,112.85,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:22:00 IST,14-07-25 11:22:00 IST,127.85,31.68110126251287,112.85,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:23:00 IST,14-07-25 11:23:00 IST,127.85,29.303220831801838,112.85,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:24:00 IST,14-07-25 11:24:00 IST,127.85,28.199161675068765,112.85,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:25:00 IST,14-07-25 11:25:00 IST,118.4,25.67841368305291,112.85,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:26:00 IST,14-07-25 11:26:00 IST,118.4,27.53858715001911,112.85,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:27:00 IST,14-07-25 11:27:00 IST,118.4,25.10275659365024,112.85,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:28:00 IST,14-07-25 11:28:00 IST,118.4,37.8479093665796,112.85,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:29:00 IST,14-07-25 11:29:00 IST,118.4,22.43605649545637,112.85,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:30:00 IST,14-07-25 11:30:00 IST,113.95,36.167292612899466,112.85,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:31:00 IST,14-07-25 11:31:00 IST,113.95,44.710896506948494,112.85,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:32:00 IST,14-07-25 11:32:00 IST,113.95,40.977777779079936,112.85,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:33:00 IST,14-07-25 11:33:00 IST,113.95,39.682493555132744,112.85,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:34:00 IST,14-07-25 11:34:00 IST,113.95,39.631584279185596,112.85,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:35:00 IST,14-07-25 11:35:00 IST,120.4,38.932328005869365,112.85,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:36:00 IST,14-07-25 11:36:00 IST,120.4,36.83273625083326,112.85,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:37:00 IST,14-07-25 11:37:00 IST,120.4,39.57712594282512,112.85,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:38:00 IST,14-07-25 11:38:00 IST,120.4,38.22831358932341,112.85,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:39:00 IST,14-07-25 11:39:00 IST,120.4,36.96026000218369,112.85,HOLD,no_exit_condition_met
NIFTY 14 JUL 25300 PE,11:40:00 IST,14-07-25 11:40:00 IST,112.35,39.76261303662952,112.85,EXIT,stop_loss_hit
NIFTY 14 JUL 25100 CE,12:19:00 IST,14-07-25 12:19:00 IST,140.6,65.02799690999029,127.01,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:20:00 IST,14-07-25 12:20:00 IST,148.55,61.907675017426264,127.01,TRAIL,continuous_trailing
NIFTY 14 JUL 25100 CE,12:21:00 IST,14-07-25 12:21:00 IST,148.55,61.478361786400164,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:22:00 IST,14-07-25 12:22:00 IST,148.55,53.48905046263219,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:23:00 IST,14-07-25 12:23:00 IST,148.55,54.56989784708204,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:24:00 IST,14-07-25 12:24:00 IST,148.55,47.567380848819035,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:25:00 IST,14-07-25 12:25:00 IST,136.85,48.14070770530019,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:26:00 IST,14-07-25 12:26:00 IST,136.85,44.59596470206666,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:27:00 IST,14-07-25 12:27:00 IST,136.85,40.874551477284726,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:28:00 IST,14-07-25 12:28:00 IST,136.85,43.961136488198235,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:29:00 IST,14-07-25 12:29:00 IST,136.85,45.09828920775014,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:30:00 IST,14-07-25 12:30:00 IST,140.85,49.439033288903666,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:31:00 IST,14-07-25 12:31:00 IST,140.85,55.86206624083467,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:32:00 IST,14-07-25 12:32:00 IST,140.85,49.9711120662177,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:33:00 IST,14-07-25 12:33:00 IST,140.85,56.28422705219948,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:34:00 IST,14-07-25 12:34:00 IST,140.85,59.491033324032976,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:35:00 IST,14-07-25 12:35:00 IST,143.5,54.40515038586879,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:36:00 IST,14-07-25 12:36:00 IST,143.5,52.76311375582083,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:37:00 IST,14-07-25 12:37:00 IST,143.5,49.73224687537341,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:38:00 IST,14-07-25 12:38:00 IST,143.5,46.65376534330095,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:39:00 IST,14-07-25 12:39:00 IST,143.5,48.512911772730284,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:40:00 IST,14-07-25 12:40:00 IST,136.0,51.19029735181035,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:41:00 IST,14-07-25 12:41:00 IST,136.0,56.22251156129354,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:42:00 IST,14-07-25 12:42:00 IST,136.0,56.142595231282606,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:43:00 IST,14-07-25 12:43:00 IST,136.0,58.732602043520735,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:44:00 IST,14-07-25 12:44:00 IST,136.0,62.35318675452191,133.55,HOLD,no_exit_condition_met
NIFTY 14 JUL 25100 CE,12:45:00 IST,14-07-25 12:45:00 IST,145.45,63.24927446314158,133.55,HOLD,no_exit_condition_met
