test_date,symbol,strategy,option_type,strike,score_pct,entry_time_ist,exit_time_ist,entry_ltp,exit_ltp,trailing_sl,pnl_pct,pnl_pts,pnl_rs,outcome,exit_reason
2025-02-18,NIFTY 18 FEB 23000 PE,,PE,23000,100.0,10:16:00 IST,10:22:00 IST,87.26,84.85,77.45,-2.76,-2.41,-180.75,Failure,6_min_momentum_failed
2025-02-18,NIFTY 18 FEB 22950 CE,,CE,22950,82.0,11:44:00 IST,12:02:00 IST,107.82,133.0,133.0,23.35,25.18,1888.5,Success,stop_loss_hit
