test_date,symbol,strategy,option_type,strike,score_pct,entry_time_ist,exit_time_ist,entry_ltp,exit_ltp,trailing_sl,pnl_pct,pnl_pts,pnl_rs,outcome,exit_reason
2025-02-13,NIFTY 13 FEB 22850 CE,,CE,22850,100,11:32:00 IST,11:38:00 IST,212.81,208.95,207.7,-1.81,-3.86,-289.5,Failure,6_min_momentum_failed
2025-02-13,NIFTY 13 FEB 22900 CE,,CE,22900,100,11:58:00 IST,12:01:00 IST,206.04,196.04,196.04,-4.85,-10.0,-750.0,Failure,stop_loss_hit
