test_date,symbol,strategy,option_type,strike,score_pct,entry_time_ist,exit_time_ist,entry_ltp,exit_ltp,trailing_sl,pnl_pct,pnl_pts,pnl_rs,outcome,exit_reason
2025-01-14,NIFTY 14 JAN 23250 CE,,CE,23250,75.0,11:04:00 IST,11:10:00 IST,66.31,67.95,56.6,2.47,1.64,123.0,Success,6_min_momentum_failed
2025-01-14,NIFTY 14 JAN 23250 PE,,PE,23250,100.0,11:33:00 IST,11:39:00 IST,76.31,76.3,71.6,-0.01,-0.01,-0.75,Failure,6_min_momentum_failed
