test_date,total_trades,success,failure,breakeven,win_rate_pct,failure_rate_pct,total_pnl_pct,total_pnl_pts,total_pnl_rs,avg_pnl_pct,setup_timeframe,trigger_timeframe,setup_filter,trigger_filter
2025-02-03,4,1,3,0,25.0,75.0,-10.02,-16.15,-1211.25,-2.5,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
