date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
14-02-25,2025-02-14_41,09:56:00 IST,BUY,NIFTY 14 FEB 23050 PE,,PE,171.04,161.04,40.92082263226209,2004225,
14-02-25,2025-02-14_41,09:59:00 IST,SELL,NIFTY 14 FEB 23050 PE,,PE,161.6,161.6,43.70807193606562,2085225,Failure
14-02-25,2025-02-14_126,11:21:00 IST,BUY,NIFTY 14 FEB 22900 PE,,PE,172.15,162.15,43.255131648866744,3146625,
14-02-25,2025-02-14_126,11:27:00 IST,SELL,NIFTY 14 FEB 22900 PE,,PE,171.7,167.6,47.11298579265389,3240600,Failure
14-02-25,2025-02-14_163,11:58:00 IST,BUY,NIFTY 14 FEB 22900 CE,,CE,200.38,190.38,65.87558049765497,2915550,
14-02-25,2025-02-14_163,12:01:00 IST,SELL,NIFTY 14 FEB 22900 CE,,CE,194.75,194.75,56.01790666494254,2955000,Failure
14-02-25,2025-02-14_177,12:12:00 IST,BUY,NIFTY 14 FEB 22850 PE,,PE,170.89,160.89,34.01398035293276,1669800,
14-02-25,2025-02-14_177,12:20:00 IST,SELL,NIFTY 14 FEB 22850 PE,,PE,173.39,173.39,36.18518390665934,1803300,Success
14-02-25,2025-02-14_228,13:03:00 IST,BUY,NIFTY 14 FEB 22800 PE,,PE,172.31,162.31,30.48090312147879,4504500,
14-02-25,2025-02-14_228,13:06:00 IST,SELL,NIFTY 14 FEB 22800 PE,,PE,162.31,162.31,33.846437559848496,4569900,Failure
14-02-25,2025-02-14_244,13:19:00 IST,BUY,NIFTY 14 FEB 22800 CE,,CE,223.41,213.41,55.79347357631644,2679750,
14-02-25,2025-02-14_244,13:24:00 IST,SELL,NIFTY 14 FEB 22800 CE,,CE,222.1,222.1,61.0267807747354,2673975,Failure
14-02-25,2025-02-14_306,14:21:00 IST,BUY,NIFTY 14 FEB 22850 CE,,CE,197.35,187.35,72.5942137347426,1850250,
14-02-25,2025-02-14_306,14:27:00 IST,SELL,NIFTY 14 FEB 22850 CE,,CE,198.25,193.95,61.011973849051884,1761525,Success
