test_date,symbol,strategy,option_type,strike,score_pct,entry_time_ist,exit_time_ist,entry_ltp,exit_ltp,trailing_sl,pnl_pct,pnl_pts,pnl_rs,outcome,exit_reason
2025-01-21,NIFTY 21 JAN 23100 PE,,PE,23100,100.0,11:02:00 IST,11:08:00 IST,19.19,19.025,14.39,-0.86,-0.17,-12.75,Failure,6_min_momentum_failed
2025-01-21,NIFTY 21 JAN 23050 CE,,CE,23050,75.0,11:56:00 IST,12:02:00 IST,23.75,20.55,17.81,-13.47,-3.2,-240.0,Failure,6_min_momentum_failed
2025-01-21,NIFTY 21 JAN 23000 CE,,CE,23000,75.0,12:59:00 IST,13:05:00 IST,26.45,24.75,19.84,-6.43,-1.7,-127.5,Failure,6_min_momentum_failed
