symbol,time_ist,datetime_ist,option_ltp,rsi_1m,trailing_sl,action,reason
NIFTY 25 APR 23950 CE,12:20:00 IST,25-04-25 12:20:00 IST,176.0,70.37807249549748,178.67,EXIT,stop_loss_hit
NIFTY 25 APR 24100 CE,13:53:00 IST,25-04-25 13:53:00 IST,205.5,62.84917696390681,189.98,HOLD,no_exit_condition_met
NIFTY 25 APR 24100 CE,13:54:00 IST,25-04-25 13:54:00 IST,206.1,65.23214444084715,189.98,TRAIL,10_pt_dynamic_trail
NIFTY 25 APR 24100 CE,13:55:00 IST,25-04-25 13:55:00 IST,203.0,66.8495151717645,196.1,HOLD,no_exit_condition_met
NIFTY 25 APR 24100 CE,13:56:00 IST,25-04-25 13:56:00 IST,208.55,62.39301958231171,196.1,TRAIL,10_pt_dynamic_trail
NIFTY 25 APR 24100 CE,13:57:00 IST,25-04-25 13:57:00 IST,212.3,65.4267069647767,198.55,TRAIL,10_pt_dynamic_trail
NIFTY 25 APR 24100 CE,13:58:00 IST,25-04-25 13:58:00 IST,218.9,68.57546490775437,202.3,TRAIL,6_min_momentum_passed
NIFTY 25 APR 24100 CE,13:59:00 IST,25-04-25 13:59:00 IST,219.15,71.39489238365489,202.48,TRAIL,10_pt_dynamic_trail
NIFTY 25 APR 24100 CE,14:00:00 IST,25-04-25 14:00:00 IST,212.5,72.86029369936622,209.15,HOLD,no_exit_condition_met
NIFTY 25 APR 24100 CE,14:01:00 IST,25-04-25 14:01:00 IST,213.85,70.67143998376949,209.15,HOLD,no_exit_condition_met
NIFTY 25 APR 24100 CE,14:02:00 IST,25-04-25 14:02:00 IST,217.8,68.92921644981983,209.15,HOLD,no_exit_condition_met
NIFTY 25 APR 24100 CE,14:03:00 IST,25-04-25 14:03:00 IST,206.8,71.17880903500105,209.15,EXIT,stop_loss_hit
