date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
14-02-25,2025-02-14_41,09:56:00 IST,BUY,NIFTY 14 FEB 23050 PE,,PE,42.76,32.76,36.913927801495674,2004225,
14-02-25,2025-02-14_41,10:02:00 IST,SELL,NIFTY 14 FEB 23050 PE,,PE,37.5125,32.9,54.216660313210646,2048775,Failure
14-02-25,2025-02-14_118,11:13:00 IST,BUY,NIFTY 14 FEB 22900 PE,,PE,42.6,32.6,40.93934197764123,2915775,
14-02-25,2025-02-14_118,11:20:00 IST,SELL,NIFTY 14 FEB 22900 PE,,PE,45.1,45.1,37.80951166695047,3317625,Success
14-02-25,2025-02-14_173,12:08:00 IST,BUY,NIFTY 14 FEB 22850 PE,,PE,43.33,33.33,30.667227258381146,1780800,
14-02-25,2025-02-14_173,12:14:00 IST,SELL,NIFTY 14 FEB 22850 PE,,PE,41.475,33.33,30.123282487946923,1669800,Failure
14-02-25,2025-02-14_228,13:03:00 IST,BUY,NIFTY 14 FEB 22800 PE,,PE,43.08,33.08,27.203889828369824,4504500,
14-02-25,2025-02-14_228,13:09:00 IST,SELL,NIFTY 14 FEB 22800 PE,,PE,40.8625,33.08,34.19655687002599,4600050,Failure
14-02-25,2025-02-14_306,14:21:00 IST,BUY,NIFTY 14 FEB 22850 CE,,CE,49.34,39.34,78.5970617729658,1850250,
14-02-25,2025-02-14_306,14:27:00 IST,SELL,NIFTY 14 FEB 22850 CE,,CE,49.5625,40.99,62.83466588910925,1761525,Success
