date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
07-04-25,2025-04-07_99,10:54:00 IST,BUY,NIFTY 7 APR 22300 CE,,CE,62.44,52.44,72.23470432069168,2895150,
07-04-25,2025-04-07_99,11:00:00 IST,SELL,NIFTY 7 APR 22300 CE,,CE,60.9125,52.96,44.87683161916363,2437050,Failure
07-04-25,2025-04-07_143,11:38:00 IST,BUY,NIFTY 7 APR 22350 CE,,CE,59.26,49.26,78.09567805510841,1170375,
07-04-25,2025-04-07_143,11:44:00 IST,SELL,NIFTY 7 APR 22350 CE,,CE,50.375,49.26,46.84904648933813,1135500,Failure
07-04-25,2025-04-07_176,12:11:00 IST,BUY,NIFTY 7 APR 22500 PE,,PE,42.91,32.91,26.348740471777333,4549275,
07-04-25,2025-04-07_176,12:17:00 IST,SELL,NIFTY 7 APR 22500 PE,,PE,41.375,32.91,14.685857573253259,5357100,Failure
07-04-25,2025-04-07_197,12:32:00 IST,BUY,NIFTY 7 APR 22600 PE,,PE,37.18,27.18,25.61099207255687,2598525,
07-04-25,2025-04-07_197,12:38:00 IST,SELL,NIFTY 7 APR 22600 PE,,PE,38.6125,27.18,36.293157703592215,3276150,Success
07-04-25,2025-04-07_231,13:06:00 IST,BUY,NIFTY 7 APR 22650 PE,,PE,49.0,39.0,33.022950582007695,1625250,
07-04-25,2025-04-07_231,13:12:00 IST,SELL,NIFTY 7 APR 22650 PE,,PE,43.9375,40.25,38.087520471156715,1590375,Failure
07-04-25,2025-04-07_261,13:36:00 IST,BUY,NIFTY 7 APR 22650 CE,,CE,45.29,35.29,72.59334570670569,1650075,
07-04-25,2025-04-07_261,13:42:00 IST,SELL,NIFTY 7 APR 22650 CE,,CE,39.5875,35.29,68.31086036940884,1596450,Failure
07-04-25,2025-04-07_279,13:54:00 IST,BUY,NIFTY 7 APR 22500 CE,,CE,48.93,38.93,60.98857490494464,4422825,
07-04-25,2025-04-07_279,14:06:00 IST,SELL,NIFTY 7 APR 22500 CE,,CE,53.675,51.5,67.90395809490997,5106825,Success
