symbol,time_ist,datetime_ist,option_ltp,rsi_1m,trailing_sl,action,reason
NIFTY 24 JAN 23250 CE,11:32:00 IST,24-01-25 11:32:00 IST,50.25,62.06923593547418,39.73,HOLD,no_exit_condition_met
NIFTY 24 JAN 23250 CE,11:33:00 IST,24-01-25 11:33:00 IST,51.1125,63.1825889794568,39.73,TRAIL,10_pt_dynamic_trail
NIFTY 24 JAN 23250 CE,11:34:00 IST,24-01-25 11:34:00 IST,50.9875,65.13015518160611,41.11,HOLD,no_exit_condition_met
NIFTY 24 JAN 23250 CE,11:35:00 IST,24-01-25 11:35:00 IST,51.2,66.49467220188797,41.11,TRAIL,10_pt_dynamic_trail
NIFTY 24 JAN 23250 CE,11:36:00 IST,24-01-25 11:36:00 IST,51.1,61.927619128301764,41.2,HOLD,no_exit_condition_met
NIFTY 24 JAN 23250 CE,11:37:00 IST,24-01-25 11:37:00 IST,51.675,62.62347170627644,41.2,EXIT,6_min_momentum_failed
NIFTY 24 JAN 23300 PE,12:32:00 IST,24-01-25 12:32:00 IST,39.05,26.812927618800032,29.07,HOLD,no_exit_condition_met
NIFTY 24 JAN 23300 PE,12:33:00 IST,24-01-25 12:33:00 IST,39.475,29.806147616554313,29.07,TRAIL,2_min_cold_protection_end
NIFTY 24 JAN 23300 PE,12:34:00 IST,24-01-25 12:34:00 IST,40.75,28.252458241609233,29.3,TRAIL,10_pt_dynamic_trail
NIFTY 24 JAN 23300 PE,12:35:00 IST,24-01-25 12:35:00 IST,41.85,26.616340808100148,30.75,TRAIL,10_pt_dynamic_trail
NIFTY 24 JAN 23300 PE,12:36:00 IST,24-01-25 12:36:00 IST,44.6625,22.817672239044285,31.85,TRAIL,10_pt_dynamic_trail
NIFTY 24 JAN 23300 PE,12:37:00 IST,24-01-25 12:37:00 IST,46.8,18.170314294737153,34.66,TRAIL,6_min_momentum_passed
NIFTY 24 JAN 23300 PE,12:38:00 IST,24-01-25 12:38:00 IST,45.525,14.440228804636945,41.57,HOLD,no_exit_condition_met
NIFTY 24 JAN 23300 PE,12:39:00 IST,24-01-25 12:39:00 IST,46.25,14.012029061866457,41.57,HOLD,no_exit_condition_met
NIFTY 24 JAN 23300 PE,12:40:00 IST,24-01-25 12:40:00 IST,46.5875,13.918056883565896,41.57,HOLD,no_exit_condition_met
NIFTY 24 JAN 23300 PE,12:41:00 IST,24-01-25 12:41:00 IST,49.5625,13.362475421904094,41.57,HOLD,no_exit_condition_met
NIFTY 24 JAN 23300 PE,12:42:00 IST,24-01-25 12:42:00 IST,47.575,11.986021898239997,41.57,HOLD,no_exit_condition_met
NIFTY 24 JAN 23300 PE,12:43:00 IST,24-01-25 12:43:00 IST,47.725,11.577477218248205,41.57,TRAIL,5_pt_dynamic_trail
NIFTY 24 JAN 23300 PE,12:44:00 IST,24-01-25 12:44:00 IST,50.9625,14.069510980019032,44.56,TRAIL,5_pt_dynamic_trail
NIFTY 24 JAN 23300 PE,12:45:00 IST,24-01-25 12:45:00 IST,50.575,12.539207392581503,45.96,HOLD,no_exit_condition_met
NIFTY 24 JAN 23300 PE,12:46:00 IST,24-01-25 12:46:00 IST,48.6,10.69773946946971,45.96,HOLD,no_exit_condition_met
NIFTY 24 JAN 23300 PE,12:47:00 IST,24-01-25 12:47:00 IST,49.4375,19.88899236766015,45.96,HOLD,no_exit_condition_met
NIFTY 24 JAN 23300 PE,12:48:00 IST,24-01-25 12:48:00 IST,50.2,25.02684307380524,45.96,HOLD,no_exit_condition_met
NIFTY 24 JAN 23300 PE,12:49:00 IST,24-01-25 12:49:00 IST,49.1375,23.932155237218097,45.96,HOLD,no_exit_condition_met
NIFTY 24 JAN 23300 PE,12:50:00 IST,24-01-25 12:50:00 IST,48.6125,23.413657982257348,45.96,HOLD,no_exit_condition_met
NIFTY 24 JAN 23300 PE,12:51:00 IST,24-01-25 12:51:00 IST,50.0875,30.466715646145346,45.96,HOLD,no_exit_condition_met
NIFTY 24 JAN 23300 PE,12:52:00 IST,24-01-25 12:52:00 IST,49.775,30.123121769418105,45.96,HOLD,no_exit_condition_met
NIFTY 24 JAN 23300 PE,12:53:00 IST,24-01-25 12:53:00 IST,52.4375,29.006541363677115,45.96,TRAIL,5_pt_dynamic_trail
NIFTY 24 JAN 23300 PE,12:54:00 IST,24-01-25 12:54:00 IST,50.575,25.453082909562966,47.44,HOLD,no_exit_condition_met
NIFTY 24 JAN 23300 PE,12:55:00 IST,24-01-25 12:55:00 IST,49.975,25.024003234910438,47.44,HOLD,no_exit_condition_met
