date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
30-01-25,2025-01-30_144,11:39:00 IST,BUY,NIFTY 30 JAN 23400 PE,,PE,65.11,55.11,35.0658944864921,4589925,
30-01-25,2025-01-30_144,11:45:00 IST,SELL,NIFTY 30 JAN 23400 PE,,PE,61.8875,55.11,39.51502970170128,4728225,Failure
30-01-25,2025-01-30_230,13:05:00 IST,BUY,NIFTY 30 JAN 23450 CE,,CE,79.78,69.78,61.56496515037162,1208850,
30-01-25,2025-01-30_230,13:11:00 IST,SELL,NIFTY 30 JAN 23450 CE,,CE,81.175,70.85,47.56887474043834,1246275,Success
30-01-25,2025-01-30_258,13:33:00 IST,BUY,NIFTY 30 JAN 23550 PE,,PE,63.73,53.73,23.99361032529869,787800,
30-01-25,2025-01-30_258,13:39:00 IST,SELL,NIFTY 30 JAN 23550 PE,,PE,64.0,54.08,42.62832406575264,934725,Success
30-01-25,2025-01-30_281,13:56:00 IST,BUY,NIFTY 30 JAN 23500 PE,,PE,61.42,51.42,17.85741267614135,5094375,
30-01-25,2025-01-30_281,14:02:00 IST,SELL,NIFTY 30 JAN 23500 PE,,PE,61.65,52.5,32.516865140455806,5103900,Success
30-01-25,2025-01-30_298,14:13:00 IST,BUY,NIFTY 30 JAN 23450 PE,,PE,59.62,49.62,36.19777492401647,1946025,
30-01-25,2025-01-30_298,14:19:00 IST,SELL,NIFTY 30 JAN 23450 PE,,PE,60.2625,50.77,45.946427162139315,1857525,Success
