date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
24-01-25,2025-01-24_73,10:28:00 IST,BUY,NIFTY 24 JAN 23200 CE,,CE,199.42,189.42,65.90011844764393,6829375,
24-01-25,2025-01-24_73,10:31:00 IST,SELL,NIFTY 24 JAN 23200 CE,,CE,189.42,189.42,58.842366675597845,6879250,Failure
24-01-25,2025-01-24_148,11:43:00 IST,BUY,NIFTY 24 JAN 23300 CE,,CE,203.97,193.97,75.94797148451494,4988300,
24-01-25,2025-01-24_148,11:51:00 IST,SELL,NIFTY 24 JAN 23300 CE,,CE,206.47,206.47,77.1961043085105,5163375,Success
24-01-25,2025-01-24_202,12:37:00 IST,BUY,NIFTY 24 JAN 23250 PE,,PE,165.34,155.34,19.372862888282853,2660725,
24-01-25,2025-01-24_202,12:43:00 IST,SELL,NIFTY 24 JAN 23250 PE,,PE,166.65,164.1,24.195946114931075,2535050,Success
24-01-25,2025-01-24_230,13:05:00 IST,BUY,NIFTY 24 JAN 23200 PE,,PE,182.51,172.51,29.58932966855616,6184675,
24-01-25,2025-01-24_230,13:10:00 IST,SELL,NIFTY 24 JAN 23200 PE,,PE,172.51,172.51,32.05376800711001,5895750,Failure
24-01-25,2025-01-24_262,13:37:00 IST,BUY,NIFTY 24 JAN 23150 PE,,PE,154.73,144.73,32.24928118515676,1992050,
24-01-25,2025-01-24_262,13:44:00 IST,SELL,NIFTY 24 JAN 23150 PE,,PE,157.23,157.23,34.20797287125947,1998800,Success
