date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
01-01-25,2025-01-01_62,10:17:00 IST,BUY,NIFTY 1 JAN 23850 CE,,CE,113.32,103.32,61.831415119011226,5531250,
01-01-25,2025-01-01_62,10:23:00 IST,SELL,NIFTY 1 JAN 23850 CE,,CE,112.1,103.32,57.21479984175784,5535000,Failure
01-01-25,2025-01-01_95,10:50:00 IST,BUY,NIFTY 1 JAN 23900 CE,,CE,117.72,107.72,81.66407084700285,8756775,
01-01-25,2025-01-01_95,10:56:00 IST,SELL,NIFTY 1 JAN 23900 CE,,CE,117.0,107.75,79.9653026333494,8005125,Failure
01-01-25,2025-01-01_156,11:51:00 IST,BUY,NIFTY 1 JAN 23950 PE,,PE,95.14,85.14,41.83300392996069,6672450,
01-01-25,2025-01-01_156,11:57:00 IST,SELL,NIFTY 1 JAN 23950 PE,,PE,95.95,91.5,35.116044292747304,6906300,Success
01-01-25,2025-01-01_189,12:24:00 IST,BUY,NIFTY 1 JAN 23950 CE,,CE,93.98,83.98,70.08498131172873,8522925,
01-01-25,2025-01-01_189,12:26:00 IST,SELL,NIFTY 1 JAN 23950 CE,,CE,111.2,83.98,67.77512845349818,8441700,Success
01-01-25,2025-01-01_204,12:39:00 IST,BUY,NIFTY 1 JAN 24050 CE,,CE,93.17,83.17,64.74211834345226,5198850,
01-01-25,2025-01-01_204,12:42:00 IST,SELL,NIFTY 1 JAN 24050 CE,,CE,91.05,91.05,54.53200876580109,5251650,Failure
01-01-25,2025-01-01_223,12:58:00 IST,BUY,NIFTY 1 JAN 24050 PE,,PE,60.04,50.04,39.44199430173557,4975425,
01-01-25,2025-01-01_223,13:03:00 IST,SELL,NIFTY 1 JAN 24050 PE,,PE,57.15,57.15,32.62982473373394,5508525,Failure
01-01-25,2025-01-01_274,13:49:00 IST,BUY,NIFTY 1 JAN 24150 CE,,CE,26.26,16.26,61.90913813009377,11647500,
01-01-25,2025-01-01_274,13:53:00 IST,SELL,NIFTY 1 JAN 24150 CE,,CE,19.7,19.7,62.67164311451308,12078075,Failure
