date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
12-02-25,2025-02-12_38,09:53:00 IST,BUY,NIFTY 12 FEB 23150 PE,,PE,60.6,50.6,27.511198107188264,3852450,
12-02-25,2025-02-12_38,09:55:00 IST,SELL,NIFTY 12 FEB 23150 PE,,PE,50.6,50.6,33.76530661033192,4770975,Failure
12-02-25,2025-02-12_62,10:17:00 IST,BUY,NIFTY 12 FEB 23200 PE,,PE,63.98,53.98,41.50231694142867,7251150,
12-02-25,2025-02-12_62,10:31:00 IST,SELL,NIFTY 12 FEB 23200 PE,,PE,81.3,81.3,51.44594822996642,7416750,Success
12-02-25,2025-02-12_159,11:54:00 IST,BUY,NIFTY 12 FEB 23200 CE,,CE,63.93,53.93,58.66024713802874,10405500,
12-02-25,2025-02-12_159,12:00:00 IST,SELL,NIFTY 12 FEB 23200 CE,,CE,62.5,53.93,64.50090110362908,10876050,Failure
12-02-25,2025-02-12_260,13:35:00 IST,BUY,NIFTY 12 FEB 23100 CE,,CE,45.9,35.9,55.841818489241234,7945125,
12-02-25,2025-02-12_260,13:38:00 IST,SELL,NIFTY 12 FEB 23100 CE,,CE,35.9,35.9,57.83021738654259,10054650,Failure
12-02-25,2025-02-12_284,13:59:00 IST,BUY,NIFTY 12 FEB 23100 PE,,PE,42.72,32.72,34.191270387230105,9627225,
12-02-25,2025-02-12_284,14:02:00 IST,SELL,NIFTY 12 FEB 23100 PE,,PE,39.7,39.7,37.48651420755804,9978600,Failure
