symbol,time_ist,datetime_ist,option_ltp,rsi_1m,trailing_sl,action,reason
NIFTY 23 APR 24300 PE,10:22:00 IST,23-04-25 10:22:00 IST,47.85,34.4615574930028,43.53,HOLD,no_exit_condition_met
NIFTY 23 APR 24300 PE,10:23:00 IST,23-04-25 10:23:00 IST,49.4,35.62286617890908,43.53,HOLD,no_exit_condition_met
NIFTY 23 APR 24300 PE,10:24:00 IST,23-04-25 10:24:00 IST,48.1,34.57327041765183,43.53,HOLD,no_exit_condition_met
NIFTY 23 APR 24300 PE,10:25:00 IST,23-04-25 10:25:00 IST,41.75,38.55612531138582,43.53,EXIT,stop_loss_hit
NIFTY 23 APR 24250 CE,12:57:00 IST,23-04-25 12:57:00 IST,12.6,63.147425756758665,3.03,HOLD,no_exit_condition_met
NIFTY 23 APR 24250 CE,12:58:00 IST,23-04-25 12:58:00 IST,12.2,62.61291342869822,3.03,TRAIL,2_min_cold_protection_end
NIFTY 23 APR 24250 CE,12:59:00 IST,23-04-25 12:59:00 IST,12.05,68.6798508274366,5.21,HOLD,no_exit_condition_met
NIFTY 23 APR 24250 CE,13:00:00 IST,23-04-25 13:00:00 IST,11.0,68.87184510218965,5.21,HOLD,no_exit_condition_met
NIFTY 23 APR 24250 CE,13:01:00 IST,23-04-25 13:01:00 IST,10.35,69.83436209055793,5.21,HOLD,no_exit_condition_met
NIFTY 23 APR 24250 CE,13:02:00 IST,23-04-25 13:02:00 IST,10.35,72.82946117662667,5.21,EXIT,6_min_momentum_failed
