date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
03-02-25,2025-02-03_91,10:46:00 IST,BUY,NIFTY 3 FEB 23450 CE,,CE,40.8,30.8,76.18674896794423,3002025,
03-02-25,2025-02-03_91,10:52:00 IST,SELL,NIFTY 3 FEB 23450 CE,,CE,37.6625,31.04,68.29376610841118,3123750,Failure
03-02-25,2025-02-03_136,11:31:00 IST,BUY,NIFTY 3 FEB 23550 PE,,PE,34.07,24.07,24.99017574279314,2251800,
03-02-25,2025-02-03_136,11:37:00 IST,SELL,NIFTY 3 FEB 23550 PE,,PE,33.3625,25.55,31.20087144591875,2389125,Failure
03-02-25,2025-02-03_206,12:41:00 IST,BUY,NIFTY 3 FEB 23600 PE,,PE,36.2,26.2,37.05638484163057,4058250,
03-02-25,2025-02-03_206,12:47:00 IST,SELL,NIFTY 3 FEB 23600 PE,,PE,34.95,27.15,41.00904327073359,4370400,Failure
03-02-25,2025-02-03_229,13:04:00 IST,BUY,NIFTY 3 FEB 23600 CE,,CE,32.83,22.83,80.05984722176066,7473600,
03-02-25,2025-02-03_229,13:10:00 IST,SELL,NIFTY 3 FEB 23600 CE,,CE,34.0125,24.62,77.99019723006458,7487325,Success
03-02-25,2025-02-03_283,13:58:00 IST,BUY,NIFTY 3 FEB 23700 PE,,PE,36.08,26.08,38.080549964733436,3456375,
03-02-25,2025-02-03_283,14:04:00 IST,SELL,NIFTY 3 FEB 23700 PE,,PE,37.35,27.06,52.73246261799377,3741150,Success
