date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
07-02-25,2025-02-07_57,10:12:00 IST,BUY,NIFTY 7 FEB 23600 CE,,CE,47.98,37.98,61.447637489201654,5700525,
07-02-25,2025-02-07_57,10:18:00 IST,SELL,NIFTY 7 FEB 23600 CE,,CE,39.3625,38.44,45.00345791096285,6218700,Failure
07-02-25,2025-02-07_74,10:29:00 IST,BUY,NIFTY 7 FEB 23550 PE,,PE,39.33,29.33,29.46276878022516,1667925,
07-02-25,2025-02-07_74,10:35:00 IST,SELL,NIFTY 7 FEB 23550 PE,,PE,39.8125,30.39,38.745168791154164,1834650,Success
07-02-25,2025-02-07_172,12:07:00 IST,BUY,NIFTY 7 FEB 23650 PE,,PE,40.91,30.91,21.032978795498252,2230275,
07-02-25,2025-02-07_172,12:28:00 IST,SELL,NIFTY 7 FEB 23650 PE,,PE,43.66,43.66,22.566195528523934,2047350,Success
07-02-25,2025-02-07_207,12:42:00 IST,BUY,NIFTY 7 FEB 23600 PE,,PE,38.83,28.83,32.50595565144819,5629050,
07-02-25,2025-02-07_207,12:48:00 IST,SELL,NIFTY 7 FEB 23600 PE,,PE,39.2,29.12,39.39442187458635,5506575,Success
07-02-25,2025-02-07_279,13:54:00 IST,BUY,NIFTY 7 FEB 23500 PE,,PE,35.8,25.8,13.226349896511366,4465725,
07-02-25,2025-02-07_279,14:00:00 IST,SELL,NIFTY 7 FEB 23500 PE,,PE,33.075,26.85,29.12396329833227,4549575,Failure
