test_date,symbol,strategy,option_type,strike,score_pct,entry_time_ist,exit_time_ist,entry_ltp,exit_ltp,trailing_sl,pnl_pct,pnl_pts,pnl_rs,outcome,exit_reason
2025-02-27,NIFTY 27 FEB 22250 CE,,CE,22250,85.0,10:53:00 IST,10:59:00 IST,42.32,40.5375,32.32,-4.21,-1.78,-133.5,Failure,6_min_momentum_failed
2025-02-27,NIFTY 27 FEB 22100 CE,,CE,22100,85.0,12:57:00 IST,13:03:00 IST,45.98,46.4,36.55,0.91,0.42,31.5,Success,6_min_momentum_failed
