symbol,time_ist,datetime_ist,option_ltp,rsi_1m,trailing_sl,action,reason
NIFTY 23 JAN 23150 CE,10:10:00 IST,23-01-25 10:10:00 IST,50.875,70.9764137530463,43.19,HOLD,no_exit_condition_met
NIFTY 23 JAN 23150 CE,10:11:00 IST,23-01-25 10:11:00 IST,51.4625,72.39908452760626,43.19,HOLD,no_exit_condition_met
NIFTY 23 JAN 23150 CE,10:12:00 IST,23-01-25 10:12:00 IST,52.7375,75.6559365666009,43.19,HOLD,no_exit_condition_met
NIFTY 23 JAN 23150 CE,10:13:00 IST,23-01-25 10:13:00 IST,51.9375,70.76808554144515,43.19,HOLD,no_exit_condition_met
NIFTY 23 JAN 23150 CE,10:14:00 IST,23-01-25 10:14:00 IST,51.3875,68.42996632734521,43.19,HOLD,no_exit_condition_met
NIFTY 23 JAN 23150 CE,10:15:00 IST,23-01-25 10:15:00 IST,51.775,63.06420141556838,43.19,EXIT,6_min_momentum_failed
NIFTY 23 JAN 23200 PE,10:54:00 IST,23-01-25 10:54:00 IST,42.2375,25.220958114081256,31.6,HOLD,no_exit_condition_met
NIFTY 23 JAN 23200 PE,10:55:00 IST,23-01-25 10:55:00 IST,41.075,24.846005698489932,31.6,TRAIL,10_pt_dynamic_trail
NIFTY 23 JAN 23200 PE,10:56:00 IST,23-01-25 10:56:00 IST,42.125,28.55756618852304,32.24,HOLD,no_exit_condition_met
NIFTY 23 JAN 23200 PE,10:57:00 IST,23-01-25 10:57:00 IST,42.2125,31.578615562212846,32.24,HOLD,no_exit_condition_met
NIFTY 23 JAN 23200 PE,10:58:00 IST,23-01-25 10:58:00 IST,41.4125,32.00088350112189,32.24,HOLD,no_exit_condition_met
NIFTY 23 JAN 23200 PE,10:59:00 IST,23-01-25 10:59:00 IST,40.85,34.81686337621126,32.24,EXIT,6_min_momentum_failed
NIFTY 23 JAN 23250 CE,11:33:00 IST,23-01-25 11:33:00 IST,50.25,64.62817505984813,39.73,HOLD,no_exit_condition_met
NIFTY 23 JAN 23250 CE,11:34:00 IST,23-01-25 11:34:00 IST,51.1125,62.3810913691835,39.73,TRAIL,10_pt_dynamic_trail
NIFTY 23 JAN 23250 CE,11:35:00 IST,23-01-25 11:35:00 IST,50.9875,64.7659832951955,41.11,HOLD,no_exit_condition_met
NIFTY 23 JAN 23250 CE,11:36:00 IST,23-01-25 11:36:00 IST,51.2,68.5433739574498,41.11,TRAIL,10_pt_dynamic_trail
NIFTY 23 JAN 23250 CE,11:37:00 IST,23-01-25 11:37:00 IST,51.1,71.3569842616362,41.2,HOLD,no_exit_condition_met
NIFTY 23 JAN 23250 CE,11:38:00 IST,23-01-25 11:38:00 IST,51.675,68.18212317531035,41.2,EXIT,6_min_momentum_failed
NIFTY 23 JAN 23350 PE,11:57:00 IST,23-01-25 11:57:00 IST,40.3875,42.476519267858706,31.07,HOLD,no_exit_condition_met
NIFTY 23 JAN 23350 PE,11:58:00 IST,23-01-25 11:58:00 IST,39.4125,47.0071160948687,31.07,HOLD,no_exit_condition_met
NIFTY 23 JAN 23350 PE,11:59:00 IST,23-01-25 11:59:00 IST,40.9125,51.84823515304539,31.07,HOLD,no_exit_condition_met
NIFTY 23 JAN 23350 PE,12:00:00 IST,23-01-25 12:00:00 IST,41.25,52.352120848972795,31.07,TRAIL,10_pt_dynamic_trail
NIFTY 23 JAN 23350 PE,12:01:00 IST,23-01-25 12:01:00 IST,40.975,48.340601519969155,31.25,HOLD,no_exit_condition_met
NIFTY 23 JAN 23350 PE,12:02:00 IST,23-01-25 12:02:00 IST,41.15,48.723684195141644,31.25,EXIT,6_min_momentum_failed
NIFTY 23 JAN 23300 CE,12:18:00 IST,23-01-25 12:18:00 IST,48.1,54.34467184821214,38.09,HOLD,no_exit_condition_met
NIFTY 23 JAN 23300 CE,12:19:00 IST,23-01-25 12:19:00 IST,47.5875,65.70674220964895,38.09,TRAIL,10_pt_dynamic_trail
NIFTY 23 JAN 23300 CE,12:20:00 IST,23-01-25 12:20:00 IST,47.85,74.2957349032856,38.1,HOLD,no_exit_condition_met
NIFTY 23 JAN 23300 CE,12:21:00 IST,23-01-25 12:21:00 IST,47.65,78.10781912582422,38.1,HOLD,no_exit_condition_met
NIFTY 23 JAN 23300 CE,12:22:00 IST,23-01-25 12:22:00 IST,47.8,77.88832854200906,38.1,HOLD,no_exit_condition_met
NIFTY 23 JAN 23300 CE,12:23:00 IST,23-01-25 12:23:00 IST,47.9875,72.48062175708155,38.1,EXIT,6_min_momentum_failed
