test_date,symbol,strategy,option_type,strike,score_pct,entry_time_ist,exit_time_ist,entry_ltp,exit_ltp,trailing_sl,pnl_pct,pnl_pts,pnl_rs,outcome,exit_reason
2025-01-14,NIFTY 14 JAN 23250 CE,,CE,23250,75.0,10:40:00 IST,11:02:00 IST,17.61,20.11,20.11,14.2,2.5,187.5,Success,stop_loss_hit
2025-01-14,NIFTY 14 JAN 23250 PE,,PE,23250,82.0,11:33:00 IST,11:39:00 IST,19.08,19.075,14.31,-0.03,-0.0,-0.0,Failure,6_min_momentum_failed
