date,trade id,time ist,event,symbol,strategy,option_type,price,trailing_sl,rsi,oi,outcome
17-04-25,2025-04-17_121,11:16:00 IST,BUY,NIFTY 17 APR 23450 CE,,CE,100.19,90.19,72.07536499529097,9905325,
17-04-25,2025-04-17_121,11:20:00 IST,SELL,NIFTY 17 APR 23450 CE,,CE,92.15,92.15,76.74154263325228,10067475,Failure
17-04-25,2025-04-17_142,11:37:00 IST,BUY,NIFTY 17 APR 23550 CE,,CE,98.27,88.27,83.71956569757566,7296675,
17-04-25,2025-04-17_142,11:44:00 IST,SELL,NIFTY 17 APR 23550 CE,,CE,132.85,132.85,81.83161665137207,7655175,Success
17-04-25,2025-04-17_193,12:28:00 IST,BUY,NIFTY 17 APR 23650 CE,,CE,67.37,57.37,69.8688757664579,7247025,
17-04-25,2025-04-17_193,12:36:00 IST,SELL,NIFTY 17 APR 23650 CE,,CE,87.45,87.45,73.91737985201756,5111775,Success
17-04-25,2025-04-17_232,13:07:00 IST,BUY,NIFTY 17 APR 23750 CE,,CE,47.62,37.62,70.64828833041528,10130025,
17-04-25,2025-04-17_232,13:19:00 IST,SELL,NIFTY 17 APR 23750 CE,,CE,58.65,54.15,74.328544434843,8341425,Success
17-04-25,2025-04-17_268,13:43:00 IST,BUY,NIFTY 17 APR 23800 CE,,CE,28.13,18.13,65.5819251774914,20284500,
17-04-25,2025-04-17_268,13:58:00 IST,SELL,NIFTY 17 APR 23800 CE,,CE,40.3,40.3,70.75296420303413,15066525,Success
