test_date,symbol,strategy,option_type,strike,score_pct,entry_time_ist,exit_time_ist,entry_ltp,exit_ltp,trailing_sl,pnl_pct,pnl_pts,pnl_rs,outcome,exit_reason
2025-01-27,NIFTY 27 JAN 23000 CE,,CE,23000,77.0,11:57:00 IST,12:00:00 IST,161.3,152.8,152.8,-5.27,-8.5,-637.5,Failure,stop_loss_hit
2025-01-27,NIFTY 27 JAN 23050 PE,,PE,23050,100.0,12:15:00 IST,12:21:00 IST,146.2,137.95,136.2,-5.64,-8.25,-618.75,Failure,6_min_momentum_failed
