test_date,symbol,strategy,option_type,strike,score_pct,entry_time_ist,exit_time_ist,entry_ltp,exit_ltp,trailing_sl,pnl_pct,pnl_pts,pnl_rs,outcome,exit_reason
2025-02-11,NIFTY 11 FEB 22900 CE,,CE,22900,85.0,11:23:00 IST,11:29:00 IST,30.97,31.25,23.76,0.9,0.28,21.0,Success,6_min_momentum_failed
2025-02-11,NIFTY 11 FEB 23000 PE,,PE,23000,100.0,14:09:00 IST,14:15:00 IST,23.95,21.6625,17.96,-9.55,-2.29,-171.75,Failure,6_min_momentum_failed
