timestamp,alert_type,symbol,oi,prev_oi,oi_change_pct,oi_delta,volume_1m,volume_ema_20,cross_direction,message
2026-06-04 14:43:40,Vol,NIFTY 09 JUN 23500 PUT,4889430,4753060,2.9,136370,64085060,,,"periodic record vol=64,085,060 oi=4,889,430 (OI chg +136,370 +2.9%)"
2026-06-04 14:43:41,Vol,NIFTY 09 JUN 23550 PUT,693550,491400,41.1,202150,11351470,,,"periodic record vol=11,351,470 oi=693,550 (OI chg +202,150 +41.1%)"
2026-06-04 14:44:03,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +675,805 | New PE Vol: +456,755"
2026-06-04 14:45:07,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +697,970 | New PE Vol: +592,930"
2026-06-04 14:46:11,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +1,164,865 | New PE Vol: +832,065"
2026-06-04 14:46:44,Reject,NIFTY 09 JUN 23350 CALL,1989065,2178020,-8.7,-188955,,,BELOW,"OI poll change +8.7% vs last scan (OI chg -188,955 | oi=1,989,065, was=2,178,020)"
2026-06-04 14:47:17,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +3,410,355 | New PE Vol: +1,582,230"
2026-06-04 14:48:39,Vol,NIFTY 09 JUN 23450 CALL,2989805,1227070,143.7,1762735,89615630,,,"periodic record vol=89,615,630 oi=2,989,805 (OI chg +1,762,735 +143.7%)"
2026-06-04 14:48:40,Vol,NIFTY 09 JUN 23400 CALL,5541575,2736955,102.5,2804620,159733340,,,"periodic record vol=159,733,340 oi=5,541,575 (OI chg +2,804,620 +102.5%)"
2026-06-04 14:48:42,Vol,NIFTY 09 JUN 23350 CALL,1989065,886210,124.4,1102855,72254585,,,"periodic record vol=72,254,585 oi=1,989,065 (OI chg +1,102,855 +124.4%)"
2026-06-04 14:48:45,Vol,NIFTY 09 JUN 23450 PUT,2811770,855920,228.5,1955850,66059305,,,"periodic record vol=66,059,305 oi=2,811,770 (OI chg +1,955,850 +228.5%)"
2026-06-04 14:48:47,Vol,NIFTY 09 JUN 23500 PUT,4868435,4753060,2.4,115375,65475540,,,"periodic record vol=65,475,540 oi=4,868,435 (OI chg +115,375 +2.4%)"
2026-06-04 14:48:49,Vol,NIFTY 09 JUN 23550 PUT,699920,491400,42.4,208520,11740690,,,"periodic record vol=11,740,690 oi=699,920 (OI chg +208,520 +42.4%)"
2026-06-04 14:50:48,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +2,665,520 | New PE Vol: +1,871,285"
2026-06-04 14:51:52,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +789,295 | New PE Vol: +636,285"
2026-06-04 14:52:04,Reject,NIFTY 09 JUN 23300 CALL,4628455,5023330,-7.9,-394875,,,BELOW,"OI poll change +7.9% vs last scan (OI chg -394,875 | oi=4,628,455, was=5,023,330)"
2026-06-04 14:52:58,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: -7,571,655 | New PE Vol: +149,863,870"
2026-06-04 14:53:42,Vol,NIFTY 09 JUN 23400 CALL,5394090,2736955,97.1,2657135,162472180,,,"periodic record vol=162,472,180 oi=5,394,090 (OI chg +2,657,135 +97.1%)"
2026-06-04 14:53:44,Vol,NIFTY 09 JUN 23350 CALL,1896310,886210,114.0,1010100,72896980,,,"periodic record vol=72,896,980 oi=1,896,310 (OI chg +1,010,100 +114.0%)"
2026-06-04 14:53:46,Vol,NIFTY 09 JUN 23300 CALL,4566835,4444960,2.7,121875,82456920,,,"periodic record vol=82,456,920 oi=4,566,835 (OI chg +121,875 +2.7%)"
2026-06-04 14:53:48,Vol,NIFTY 09 JUN 23400 PUT,6727240,3773640,78.3,2953600,161046015,,,"periodic record vol=161,046,015 oi=6,727,240 (OI chg +2,953,600 +78.3%)"
2026-06-04 14:53:50,Vol,NIFTY 09 JUN 23450 PUT,2738450,855920,219.9,1882530,68152110,,,"periodic record vol=68,152,110 oi=2,738,450 (OI chg +1,882,530 +219.9%)"
2026-06-04 14:53:52,Vol,NIFTY 09 JUN 23500 PUT,4901975,4753060,3.1,148915,67331290,,,"periodic record vol=67,331,290 oi=4,901,975 (OI chg +148,915 +3.1%)"
2026-06-04 14:54:04,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +724,035 | New PE Vol: +1,295,645"
