timestamp,alert_type,symbol,oi,prev_oi,oi_change_pct,oi_delta,volume_1m,volume_ema_20,cross_direction,message
2026-06-03 09:19:38,Vol,NIFTY 09 JUN 23300 CALL,4643665,3143205,47.7,1500460,3963960,,,"periodic record vol=3,963,960 oi=4,643,665 (OI chg +1,500,460 +47.7%)"
2026-06-03 09:19:39,Vol,NIFTY 09 JUN 23250 CALL,342745,126360,171.2,216385,565565,,,"periodic record vol=565,565 oi=342,745 (OI chg +216,385 +171.2%)"
2026-06-03 09:19:40,Vol,NIFTY 09 JUN 23200 CALL,772850,464880,66.2,307970,791765,,,"periodic record vol=791,765 oi=772,850 (OI chg +307,970 +66.2%)"
2026-06-03 09:19:42,Vol,NIFTY 09 JUN 23300 PUT,5850845,5011045,16.8,839800,9104680,,,"periodic record vol=9,104,680 oi=5,850,845 (OI chg +839,800 +16.8%)"
2026-06-03 09:19:43,Vol,NIFTY 09 JUN 23350 PUT,1313000,816270,60.9,496730,4842890,,,"periodic record vol=4,842,890 oi=1,313,000 (OI chg +496,730 +60.9%)"
2026-06-03 09:19:43,Vol,NIFTY 09 JUN 23400 PUT,3562195,2959840,20.4,602355,7542990,,,"periodic record vol=7,542,990 oi=3,562,195 (OI chg +602,355 +20.4%)"
2026-06-03 09:20:14,Reject,NIFTY 09 JUN 23300 CALL,5021965,4643665,8.1,378300,,,ABOVE,"OI poll change +8.1% vs last scan (OI chg +378,300 | oi=5,021,965, was=4,643,665)"
2026-06-03 09:20:15,Reject,NIFTY 09 JUN 23250 CALL,411450,342745,20.0,68705,,,ABOVE,"OI poll change +20.0% vs last scan (OI chg +68,705 | oi=411,450, was=342,745)"
2026-06-03 09:20:16,Reject,NIFTY 09 JUN 23200 CALL,857285,772850,10.9,84435,,,ABOVE,"OI poll change +10.9% vs last scan (OI chg +84,435 | oi=857,285, was=772,850)"
2026-06-03 09:20:56,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +1,846,065 | New PE Vol: +4,282,720"
2026-06-03 09:26:23,Reject,NIFTY 09 JUN 23300 CALL,6675175,5466305,22.1,1208870,,,ABOVE,"OI poll change +22.1% vs last scan (OI chg +1,208,870 | oi=6,675,175, was=5,466,305)"
2026-06-03 09:26:24,Reject,NIFTY 09 JUN 23250 CALL,702845,503295,39.6,199550,,,ABOVE,"OI poll change +39.6% vs last scan (OI chg +199,550 | oi=702,845, was=503,295)"
2026-06-03 09:26:25,Reject,NIFTY 09 JUN 23200 CALL,1097590,930410,18.0,167180,,,ABOVE,"OI poll change +18.0% vs last scan (OI chg +167,180 | oi=1,097,590, was=930,410)"
2026-06-03 09:26:26,Reject,NIFTY 09 JUN 23300 PUT,6505330,6119230,6.3,386100,,,ABOVE,"OI poll change +6.3% vs last scan (OI chg +386,100 | oi=6,505,330, was=6,119,230)"
