date,trade id,time ist,event,symbol,option_type,price,trailing_sl,rsi,oi,outcome
11-12-25,2025-11-12_47,11:40:00 IST,BUY,NIFTY 12 NOV 25550 CE,CE,396.02,316.82,66.58541340048046,215400,
11-12-25,2025-11-12_47,15:13:00 IST,SELL,NIFTY 12 NOV 25550 CE,CE,392.1,316.82,46.733744681058084,215400,Failure
